state,month,population,median_income,initial_claims,Unemployment Rate,lfp_rate
New York,1991/1/1,18029.532,65390,124931,6.4,62.3
New York,1991/2/1,18029.532,65390,143548,6.7,62.2
New York,1991/3/1,18029.532,65390,111309,7,62.3
New York,1991/4/1,18029.532,65390,93259,7.2,62.3
New York,1991/5/1,18029.532,65390,115114,7.3,62.3
New York,1991/6/1,18029.532,65390,118379,7.4,62.2
New York,1991/7/1,18029.532,65390,116117,7.4,62.2
New York,1991/8/1,18029.532,65390,87587,7.4,62.1
New York,1991/9/1,18029.532,65390,91059,7.5,62
New York,1991/10/1,18029.532,65390,132399,7.6,61.9
New York,1991/11/1,18029.532,65390,133942,7.8,61.8
New York,1991/12/1,18029.532,65390,158907,8,61.8
New York,1992/1/1,18082.032,62290,153130,8.3,61.8
New York,1992/2/1,18082.032,62290,108480,8.4,61.8
New York,1992/3/1,18082.032,62290,97586,8.6,61.9
New York,1992/4/1,18082.032,62290,120660,8.7,62
New York,1992/5/1,18082.032,62290,90137,8.8,62.1
New York,1992/6/1,18082.032,62290,122138,8.9,62.1
New York,1992/7/1,18082.032,62290,118194,8.9,62.2
New York,1992/8/1,18082.032,62290,81154,9,62.2
New York,1992/9/1,18082.032,62290,104338,8.9,62.1
New York,1992/10/1,18082.032,62290,90833,8.8,62.1
New York,1992/11/1,18082.032,62290,101219,8.7,62.1
New York,1992/12/1,18082.032,62290,146259,8.6,62
New York,1993/1/1,18140.894,62040,87332,8.4,62
New York,1993/2/1,18140.894,62040,84578,8.3,61.9
New York,1993/3/1,18140.894,62040,86629,8.1,61.9
New York,1993/4/1,18140.894,62040,92701,8,61.8
New York,1993/5/1,18140.894,62040,72510,7.9,61.8
New York,1993/6/1,18140.894,62040,114869,7.9,61.7
New York,1993/7/1,18140.894,62040,69400,7.9,61.7
New York,1993/8/1,18140.894,62040,67151,7.8,61.6
New York,1993/9/1,18140.894,62040,94563,7.8,61.5
New York,1993/10/1,18140.894,62040,88645,7.8,61.5
New York,1993/11/1,18140.894,62040,101419,7.8,61.5
New York,1993/12/1,18140.894,62040,145061,7.7,61.5
New York,1994/1/1,18156.652,61100,87042,7.7,61.5
New York,1994/2/1,18156.652,61100,84565,7.5,61.5
New York,1994/3/1,18156.652,61100,101315,7.4,61.4
New York,1994/4/1,18156.652,61100,78560,7.3,61.3
New York,1994/5/1,18156.652,61100,71563,7.1,61.2
New York,1994/6/1,18156.652,61100,113044,7,61.2
New York,1994/7/1,18156.652,61100,70308,6.8,61.2
New York,1994/8/1,18156.652,61100,71538,6.7,61.2
New York,1994/9/1,18156.652,61100,93342,6.6,61.2
New York,1994/10/1,18156.652,61100,83896,6.5,61.2
New York,1994/11/1,18156.652,61100,131533,6.3,61.2
New York,1994/12/1,18156.652,61100,125671,6.2,61.2
New York,1995/1/1,18150.928,61800,91443,6.1,61.2
New York,1995/2/1,18150.928,61800,87579,6.2,61.2
New York,1995/3/1,18150.928,61800,107328,6.2,61.1
New York,1995/4/1,18150.928,61800,82744,6.3,61.1
New York,1995/5/1,18150.928,61800,77337,6.3,61.1
New York,1995/6/1,18150.928,61800,127138,6.4,61.1
New York,1995/7/1,18150.928,61800,72935,6.4,61.1
New York,1995/8/1,18150.928,61800,91239,6.5,61.1
New York,1995/9/1,18150.928,61800,78281,6.4,61.1
New York,1995/10/1,18150.928,61800,91629,6.4,61
New York,1995/11/1,18150.928,61800,131752,6.4,61
New York,1995/12/1,18150.928,61800,126112,6.3,61
New York,1996/1/1,18143.805,64560,90726,6.3,61
New York,1996/2/1,18143.805,64560,117494,6.3,61.1
New York,1996/3/1,18143.805,64560,88318,6.3,61.3
New York,1996/4/1,18143.805,64560,72732,6.3,61.4
New York,1996/5/1,18143.805,64560,90666,6.3,61.6
New York,1996/6/1,18143.805,64560,91261,6.2,61.7
New York,1996/7/1,18143.805,64560,86511,6.2,61.9
New York,1996/8/1,18143.805,64560,64720,6.1,62
New York,1996/9/1,18143.805,64560,69537,6.1,62.1
New York,1996/10/1,18143.805,64560,104339,6.1,62.2
New York,1996/11/1,18143.805,64560,100031,6.3,62.3
New York,1996/12/1,18143.805,64560,125010,6.4,62.4
New York,1997/1/1,18143.184,63900,82332,6.5,62.6
New York,1997/2/1,18143.184,63900,97890,6.5,62.7
New York,1997/3/1,18143.184,63900,75430,6.6,62.9
New York,1997/4/1,18143.184,63900,91714,6.6,63.1
New York,1997/5/1,18143.184,63900,69282,6.6,63.2
New York,1997/6/1,18143.184,63900,86043,6.5,63.3
New York,1997/7/1,18143.184,63900,79076,6.5,63.4
New York,1997/8/1,18143.184,63900,60241,6.4,63.4
New York,1997/9/1,18143.184,63900,66109,6.3,63.4
New York,1997/10/1,18143.184,63900,97497,6.2,63.3
New York,1997/11/1,18143.184,63900,88749,6.2,63.3
New York,1997/12/1,18143.184,63900,140289,6.1,63.3
New York,1998/1/1,18159.175,65850,82271,6,63.2
New York,1998/2/1,18159.175,65850,69282,5.9,63.2
New York,1998/3/1,18159.175,65850,78953,5.8,63.1
New York,1998/4/1,18159.175,65850,76176,5.7,63.1
New York,1998/5/1,18159.175,65850,70569,5.6,63
New York,1998/6/1,18159.175,65850,92373,5.5,63
New York,1998/7/1,18159.175,65850,73000,5.5,63
New York,1998/8/1,18159.175,65850,55948,5.5,63
New York,1998/9/1,18159.175,65850,78482,5.4,63.1
New York,1998/10/1,18159.175,65850,76878,5.4,63.1
New York,1998/11/1,18159.175,65850,86613,5.4,63.1
New York,1998/12/1,18159.175,65850,136511,5.3,63
New York,1999/1/1,18196.601,68990,78496,5.3,63
New York,1999/2/1,18196.601,68990,67635,5.3,62.9
New York,1999/3/1,18196.601,68990,80686,5.3,62.9
New York,1999/4/1,18196.601,68990,72835,5.3,62.9
New York,1999/5/1,18196.601,68990,54909,5.3,62.9
New York,1999/6/1,18196.601,68990,92313,5.3,63
New York,1999/7/1,18196.601,68990,54127,5.3,63
New York,1999/8/1,18196.601,68990,50916,5.2,63
New York,1999/9/1,18196.601,68990,68300,5.2,63
New York,1999/10/1,18196.601,68990,62900,5,63
New York,1999/11/1,18196.601,68990,76106,4.9,63
New York,1999/12/1,18196.601,68990,125780,4.8,63
New York,2000/1/1,19001.78,67950,64123,4.7,63
New York,2000/2/1,19001.78,67950,63407,4.6,63.1
New York,2000/3/1,19001.78,67950,75895,4.6,63.1
New York,2000/4/1,19001.78,67950,58235,4.6,63.1
New York,2000/5/1,19001.78,67950,51890,4.5,63
New York,2000/6/1,19001.78,67950,88062,4.5,62.9
New York,2000/7/1,19001.78,67950,57057,4.5,62.8
New York,2000/8/1,19001.78,67950,62127,4.5,62.7
New York,2000/9/1,19001.78,67950,54167,4.5,62.6
New York,2000/10/1,19001.78,67950,65427,4.4,62.6
New York,2000/11/1,19001.78,67950,106722,4.3,62.6
New York,2000/12/1,19001.78,67950,108774,4.3,62.6
New York,2001/1/1,19082.838,68680,75677,4.2,62.5
New York,2001/2/1,19082.838,68680,101203,4.2,62.4
New York,2001/3/1,19082.838,68680,89250,4.2,62.3
New York,2001/4/1,19082.838,68680,69994,4.3,62.2
New York,2001/5/1,19082.838,68680,93325,4.4,62.1
New York,2001/6/1,19082.838,68680,94425,4.6,62.1
New York,2001/7/1,19082.838,68680,73796,4.8,62.1
New York,2001/8/1,19082.838,68680,112110,5,62.2
New York,2001/9/1,19082.838,68680,108687,5.3,62.3
New York,2001/10/1,19082.838,68680,100021,5.6,62.4
New York,2001/11/1,19082.838,68680,137862,5.8,62.5
New York,2001/12/1,19082.838,68680,142139,6,62.7
New York,2002/1/1,19137.8,67600,92587,6.2,62.8
New York,2002/2/1,19137.8,67600,119559,6.3,62.9
New York,2002/3/1,19137.8,67600,103320,6.3,63
New York,2002/4/1,19137.8,67600,79529,6.3,63.1
New York,2002/5/1,19137.8,67600,98048,6.3,63.2
New York,2002/6/1,19137.8,67600,102271,6.2,63.2
New York,2002/7/1,19137.8,67600,95732,6.1,63.3
New York,2002/8/1,19137.8,67600,77935,6.1,63.2
New York,2002/9/1,19137.8,67600,84012,6.1,63.2
New York,2002/10/1,19137.8,67600,114121,6.1,63.2
New York,2002/11/1,19137.8,67600,105366,6.2,63.1
New York,2002/12/1,19137.8,67600,144093,6.2,63.1
New York,2003/1/1,19175.939,67520,94282,6.3,63
New York,2003/2/1,19175.939,67520,118842,6.3,63
New York,2003/3/1,19175.939,67520,95320,6.4,62.9
New York,2003/4/1,19175.939,67520,112624,6.4,62.9
New York,2003/5/1,19175.939,67520,81565,6.4,62.8
New York,2003/6/1,19175.939,67520,109834,6.5,62.6
New York,2003/7/1,19175.939,67520,95791,6.5,62.5
New York,2003/8/1,19175.939,67520,78448,6.5,62.4
New York,2003/9/1,19175.939,67520,75356,6.5,62.3
New York,2003/10/1,19175.939,67520,106362,6.4,62.3
New York,2003/11/1,19175.939,67520,100791,6.4,62.3
New York,2003/12/1,19175.939,67520,161278,6.4,62.3
New York,2004/1/1,19171.567,68730,95212,6.3,62.4
New York,2004/2/1,19171.567,68730,73912,6.3,62.4
New York,2004/3/1,19171.567,68730,93263,6.2,62.5
New York,2004/4/1,19171.567,68730,85154,6.2,62.6
New York,2004/5/1,19171.567,68730,69170,6,62.7
New York,2004/6/1,19171.567,68730,119384,5.9,62.8
New York,2004/7/1,19171.567,68730,70491,5.8,62.9
New York,2004/8/1,19171.567,68730,70045,5.6,62.9
New York,2004/9/1,19171.567,68730,88849,5.5,63
New York,2004/10/1,19171.567,68730,77170,5.4,62.9
New York,2004/11/1,19171.567,68730,95687,5.3,62.9
New York,2004/12/1,19171.567,68730,156831,5.2,62.8
New York,2005/1/1,19132.61,70580,77044,5.1,62.8
New York,2005/2/1,19132.61,70580,83711,5.1,62.8
New York,2005/3/1,19132.61,70580,94017,5,62.8
New York,2005/4/1,19132.61,70580,78803,4.9,62.8
New York,2005/5/1,19132.61,70580,65440,4.9,62.9
New York,2005/6/1,19132.61,70580,110081,4.9,63
New York,2005/7/1,19132.61,70580,66635,4.9,63.1
New York,2005/8/1,19132.61,70580,65005,5,63.2
New York,2005/9/1,19132.61,70580,88552,5,63.3
New York,2005/10/1,19132.61,70580,75297,4.9,63.2
New York,2005/11/1,19132.61,70580,120841,4.9,63.2
New York,2005/12/1,19132.61,70580,111544,4.8,63.2
New York,2006/1/1,19104.631,70110,72627,4.8,63.2
New York,2006/2/1,19104.631,70110,79042,4.7,63.2
New York,2006/3/1,19104.631,70110,99433,4.7,63.3
New York,2006/4/1,19104.631,70110,64085,4.6,63.3
New York,2006/5/1,19104.631,70110,60782,4.6,63.2
New York,2006/6/1,19104.631,70110,109076,4.6,63.2
New York,2006/7/1,19104.631,70110,62715,4.5,63.1
New York,2006/8/1,19104.631,70110,76598,4.4,63
New York,2006/9/1,19104.631,70110,67941,4.4,62.9
New York,2006/10/1,19104.631,70110,73928,4.3,62.8
New York,2006/11/1,19104.631,70110,110025,4.2,62.8
New York,2006/12/1,19104.631,70110,115416,4.2,62.7
New York,2007/1/1,19132.335,69380,73948,4.2,62.7
New York,2007/2/1,19132.335,69380,90777,4.2,62.6
New York,2007/3/1,19132.335,69380,88862,4.2,62.6
New York,2007/4/1,19132.335,69380,60130,4.2,62.5
New York,2007/5/1,19132.335,69380,78578,4.3,62.5
New York,2007/6/1,19132.335,69380,84928,4.4,62.5
New York,2007/7/1,19132.335,69380,64344,4.5,62.5
New York,2007/8/1,19132.335,69380,76082,4.5,62.6
New York,2007/9/1,19132.335,69380,65801,4.6,62.6
New York,2007/10/1,19132.335,69380,72350,4.6,62.7
New York,2007/11/1,19132.335,69380,116832,4.7,62.8
New York,2007/12/1,19132.335,69380,122920,4.7,62.8
New York,2008/1/1,19212.436,69000,78376,4.7,62.9
New York,2008/2/1,19212.436,69000,107859,4.7,62.9
New York,2008/3/1,19212.436,69000,76044,4.8,62.9
New York,2008/4/1,19212.436,69000,100582,4.9,63
New York,2008/5/1,19212.436,69000,71773,5,63
New York,2008/6/1,19212.436,69000,101766,5.1,63.1
New York,2008/7/1,19212.436,69000,98359,5.3,63.3
New York,2008/8/1,19212.436,69000,74089,5.5,63.3
New York,2008/9/1,19212.436,69000,90209,5.7,63.4
New York,2008/10/1,19212.436,69000,135744,6,63.4
New York,2008/11/1,19212.436,69000,136116,6.3,63.5
New York,2008/12/1,19212.436,69000,214852,6.7,63.5
New York,2009/1/1,19307.066,68940,142188,7.1,63.5
New York,2009/2/1,19307.066,68940,122759,7.5,63.6
New York,2009/3/1,19307.066,68940,138052,7.9,63.2
New York,2009/4/1,19307.066,68940,133530,8.2,63.2
New York,2009/5/1,19307.066,68940,109934,8.4,63.2
New York,2009/6/1,19307.066,68940,139595,8.5,63.2
New York,2009/7/1,19307.066,68940,124262,8.6,63.2
New York,2009/8/1,19307.066,68940,94895,8.7,63.1
New York,2009/9/1,19307.066,68940,122203,8.8,63
New York,2009/10/1,19307.066,68940,103867,8.9,62.9
New York,2009/11/1,19307.066,68940,121159,9,62.8
New York,2009/12/1,19307.066,68940,192607,9,62.8
New York,2010/1/1,19399.956,67420,115088,9,62.9
New York,2010/2/1,19399.956,67420,92086,9,63
New York,2010/3/1,19399.956,67420,114307,8.9,63
New York,2010/4/1,19399.956,67420,118759,8.9,63
New York,2010/5/1,19399.956,67420,89353,8.8,62.9
New York,2010/6/1,19399.956,67420,157264,8.7,62.8
New York,2010/7/1,19399.956,67420,99894,8.7,62.7
New York,2010/8/1,19399.956,67420,93326,8.6,62.5
New York,2010/9/1,19399.956,67420,120910,8.6,62.4
New York,2010/10/1,19399.956,67420,98568,8.6,62.3
New York,2010/11/1,19399.956,67420,122976,8.5,62.1
New York,2010/12/1,19399.956,67420,188679,8.5,62
New York,2011/1/1,19499.921,66510,96259,8.4,61.9
New York,2011/2/1,19499.921,66510,102500,8.3,61.8
New York,2011/3/1,19499.921,66510,136030,8.2,61.7
New York,2011/4/1,19499.921,66510,89524,8.2,61.6
New York,2011/5/1,19499.921,66510,83209,8.2,61.5
New York,2011/6/1,19499.921,66510,152879,8.3,61.4
New York,2011/7/1,19499.921,66510,100240,8.3,61.4
New York,2011/8/1,19499.921,66510,91045,8.4,61.5
New York,2011/9/1,19499.921,66510,116125,8.4,61.5
New York,2011/10/1,19499.921,66510,93595,8.5,61.5
New York,2011/11/1,19499.921,66510,145535,8.5,61.6
New York,2011/12/1,19499.921,66510,148681,8.6,61.6
New York,2012/1/1,19574.362,61440,91234,8.6,61.5
New York,2012/2/1,19574.362,61440,118871,8.7,61.6
New York,2012/3/1,19574.362,61440,112212,8.7,61.6
New York,2012/4/1,19574.362,61440,84024,8.8,61.6
New York,2012/5/1,19574.362,61440,109061,8.8,61.6
New York,2012/6/1,19574.362,61440,131990,8.8,61.7
New York,2012/7/1,19574.362,61440,90372,8.8,61.7
New York,2012/8/1,19574.362,61440,108524,8.7,61.7
New York,2012/9/1,19574.362,61440,88811,8.6,61.7
New York,2012/10/1,19574.362,61440,141324,8.5,61.8
New York,2012/11/1,19574.362,61440,135864,8.4,61.8
New York,2012/12/1,19574.362,61440,151278,8.4,61.8
New York,2013/1/1,19626.488,63620,96739,8.3,61.8
New York,2013/2/1,19626.488,63620,108898,8.2,61.7
New York,2013/3/1,19626.488,63620,105566,8.1,61.7
New York,2013/4/1,19626.488,63620,76403,8,61.7
New York,2013/5/1,19626.488,63620,107357,8,61.7
New York,2013/6/1,19626.488,63620,112478,7.9,61.8
New York,2013/7/1,19626.488,63620,99525,7.9,61.8
New York,2013/8/1,19626.488,63620,75603,7.8,61.7
New York,2013/9/1,19626.488,63620,79926,7.7,61.6
New York,2013/10/1,19626.488,63620,106683,7.5,61.4
New York,2013/11/1,19626.488,63620,104896,7.3,61.3
New York,2013/12/1,19626.488,63620,136258,7.1,61.2
New York,2014/1/1,19653.431,68180,91743,7,61
New York,2014/2/1,19653.431,68180,112473,6.8,61
New York,2014/3/1,19653.431,68180,93458,6.7,60.9
New York,2014/4/1,19653.431,68180,90587,6.6,60.8
New York,2014/5/1,19653.431,68180,70658,6.4,60.7
New York,2014/6/1,19653.431,68180,98856,6.3,60.6
New York,2014/7/1,19653.431,68180,92060,6.2,60.6
New York,2014/8/1,19653.431,68180,68229,6.1,60.5
New York,2014/9/1,19653.431,68180,74709,6,60.5
New York,2014/10/1,19653.431,68180,102931,5.9,60.5
New York,2014/11/1,19653.431,68180,92188,5.8,60.5
New York,2014/12/1,19653.431,68180,146821,5.7,60.5
New York,2015/1/1,19657.321,72870,99848,5.7,60.6
New York,2015/2/1,19657.321,72870,70371,5.6,60.7
New York,2015/3/1,19657.321,72870,89535,5.6,60.7
New York,2015/4/1,19657.321,72870,79302,5.5,60.7
New York,2015/5/1,19657.321,72870,63887,5.4,60.7
New York,2015/6/1,19657.321,72870,95657,5.3,60.7
New York,2015/7/1,19657.321,72870,82688,5.1,60.6
New York,2015/8/1,19657.321,72870,63466,5,60.6
New York,2015/9/1,19657.321,72870,80423,4.9,60.6
New York,2015/10/1,19657.321,72870,73161,4.9,60.6
New York,2015/11/1,19657.321,72870,86941,4.8,60.6
New York,2015/12/1,19657.321,72870,139590,4.8,60.7
New York,2016/1/1,19636.391,76500,89428,4.8,60.7
New York,2016/2/1,19636.391,76500,63050,4.8,60.7
New York,2016/3/1,19636.391,76500,88388,4.8,60.7
New York,2016/4/1,19636.391,76500,81681,4.8,60.6
New York,2016/5/1,19636.391,76500,60332,4.8,60.5
New York,2016/6/1,19636.391,76500,102774,4.9,60.5
New York,2016/7/1,19636.391,76500,62180,4.9,60.5
New York,2016/8/1,19636.391,76500,57086,5,60.5
New York,2016/9/1,19636.391,76500,75378,5,60.5
New York,2016/10/1,19636.391,76500,65781,5,60.5
New York,2016/11/1,19636.391,76500,109948,4.9,60.5
New York,2016/12/1,19636.391,76500,105656,4.8,60.5
New York,2017/1/1,19593.849,75310,67968,4.7,60.5
New York,2017/2/1,19593.849,75310,84396,4.6,60.6
New York,2017/3/1,19593.849,75310,93836,4.6,60.7
New York,2017/4/1,19593.849,75310,60504,4.6,60.8
New York,2017/5/1,19593.849,75310,58785,4.6,60.9
New York,2017/6/1,19593.849,75310,100735,4.6,60.9
New York,2017/7/1,19593.849,75310,61110,4.7,61
New York,2017/8/1,19593.849,75310,72605,4.7,60.9
New York,2017/9/1,19593.849,75310,56269,4.7,60.8
New York,2017/10/1,19593.849,75310,64955,4.7,60.7
New York,2017/11/1,19593.849,75310,102562,4.6,60.6
New York,2017/12/1,19593.849,75310,108741,4.6,60.5
New York,2018/1/1,19544.098,80700,62003,4.5,60.5
New York,2018/2/1,19544.098,80700,87790,4.4,60.5
New York,2018/3/1,19544.098,80700,75323,4.3,60.5
New York,2018/4/1,19544.098,80700,51546,4.2,60.6
New York,2018/5/1,19544.098,80700,66308,4.1,60.6
New York,2018/6/1,19544.098,80700,77732,4,60.6
New York,2018/7/1,19544.098,80700,53252,3.9,60.6
New York,2018/8/1,19544.098,80700,63341,3.9,60.5
New York,2018/9/1,19544.098,80700,49888,3.9,60.5
New York,2018/10/1,19544.098,80700,61064,4,60.5
New York,2018/11/1,19544.098,80700,90729,4,60.6
New York,2018/12/1,19544.098,80700,97932,4,60.6
New York,2019/1/1,19463.131,84940,63366,4,60.6
New York,2019/2/1,19463.131,84940,82693,3.9,60.6
New York,2019/3/1,19463.131,84940,55362,3.9,60.6
New York,2019/4/1,19463.131,84940,65119,3.8,60.5
New York,2019/5/1,19463.131,84940,65588,3.8,60.5
New York,2019/6/1,19463.131,84940,74200,3.8,60.6
New York,2019/7/1,19463.131,84940,67442,3.8,60.6
New York,2019/8/1,19463.131,84940,45919,3.9,60.7
New York,2019/9/1,19463.131,84940,52130,3.9,60.8
New York,2019/10/1,19463.131,84940,77225,3.9,60.9
New York,2019/11/1,19463.131,84940,76950,4,61
New York,2019/12/1,19463.131,84940,101005,4,61.1
New York,2020/1/1,20105.171,80320,91240,4.1,61
New York,2020/2/1,20105.171,80320,474901,4.2,60.9
New York,2020/3/1,20105.171,80320,1163749,4.2,60.7
New York,2020/4/1,20105.171,80320,896077,15.7,56.1
New York,2020/5/1,20105.171,80320,369108,16.7,58
New York,2020/6/1,20105.171,80320,359702,13.6,58.6
New York,2020/7/1,20105.171,80320,315728,12.6,59
New York,2020/8/1,20105.171,80320,261099,10.8,58.6
New York,2020/9/1,20105.171,80320,282746,10.2,58.9
New York,2020/10/1,20105.171,80320,179951,9.2,58.7
New York,2020/11/1,20105.171,80320,213360,8.9,58.9
New York,2020/12/1,20105.171,80320,335863,8.7,59
New York,2021/1/1,19848.276,81660,224858,8.6,59.1
New York,2021/2/1,19848.276,81660,171280,8.4,59.2
New York,2021/3/1,19848.276,81660,183673,8.1,59.2
New York,2021/4/1,19848.276,81660,114868,7.9,59.4
New York,2021/5/1,19848.276,81660,76555,7.5,59.4
New York,2021/6/1,19848.276,81660,117212,7.5,59.7
New York,2021/7/1,19848.276,81660,62910,7.1,59.6
New York,2021/8/1,19848.276,81660,62357,6.8,59.6
New York,2021/9/1,19848.276,81660,70000,6.2,59.5
New York,2021/10/1,19848.276,81660,58479,5.9,59.6
New York,2021/11/1,19848.276,81660,71652,5.6,59.7
New York,2021/12/1,19848.276,81660,122575,5.4,59.9
New York,2022/1/1,19703.747,78920,59426,5.2,60.1
New York,2022/2/1,19703.747,78920,68965,4.8,60.1
New York,2022/3/1,19703.747,78920,77229,4.6,60.2
New York,2022/4/1,19703.747,78920,51631,4.5,60.2
New York,2022/5/1,19703.747,78920,49423,4.3,60.3
New York,2022/6/1,19703.747,78920,92619,4.2,60.3
New York,2022/7/1,19703.747,78920,58952,4,60.2
New York,2022/8/1,19703.747,78920,52039,3.8,60.1
New York,2022/9/1,19703.747,78920,66293,3.9,60.2
New York,2022/10/1,19703.747,78920,59967,4,60.3
New York,2022/11/1,19703.747,78920,97676,4.1,60.4
New York,2022/12/1,19703.747,78920,95011,4.1,60.5
New York,2023/1/1,19737.367,81600,62115,4,60.6
New York,2023/2/1,19737.367,81600,73714,4,60.7
New York,2023/3/1,19737.367,81600,86055,4,60.8
New York,2023/4/1,19737.367,81600,57904,3.9,60.9
New York,2023/5/1,19737.367,81600,56671,3.9,61
New York,2023/6/1,19737.367,81600,98543,3.9,61.1
New York,2023/7/1,19737.367,81600,59342,4,61.1
New York,2023/8/1,19737.367,81600,64237,4.1,61.1
New York,2023/9/1,19737.367,81600,49986,4.1,61.1
New York,2023/10/1,19737.367,81600,59505,4.2,61.1
New York,2023/11/1,19737.367,81600,88146,4.2,61
New York,2023/12/1,19737.367,81600,95579,4.2,61
New York,2024/1/1,19867.248,81600,64606,4.2,60.9
New York,2024/2/1,19867.248,81600,86440,4.1,60.9
New York,2024/3/1,19867.248,81600,59648,4.2,60.9
New York,2024/4/1,19867.248,81600,62840,4.2,60.9
New York,2024/5/1,19867.248,81600,64398,4.3,60.9
New York,2024/6/1,19867.248,81600,73561,4.3,60.9
New York,2024/7/1,19867.248,81600,72507,4.4,60.9
New York,2024/8/1,19867.248,81600,50987,4.4,60.9
New York,2024/9/1,19867.248,81600,53569,4.4,60.9
New York,2024/10/1,19867.248,81600,75249,4.4,60.9
New York,2024/11/1,19867.248,81600,70650,4.4,60.9
New York,2024/12/1,19867.248,81600,152649,4.4,60.9
North Carolina,1987/1/1,6403.7,55070,73183,5.1,67.9
North Carolina,1987/2/1,6403.7,55070,56906,5,68
North Carolina,1987/3/1,6403.7,55070,39935,4.9,68.1
North Carolina,1987/4/1,6403.7,55070,32377,4.8,68.1
North Carolina,1987/5/1,6403.7,55070,28211,4.6,68.2
North Carolina,1987/6/1,6403.7,55070,48486,4.5,68.2
North Carolina,1987/7/1,6403.7,55070,35796,4.4,68.2
North Carolina,1987/8/1,6403.7,55070,25155,4.4,68.3
North Carolina,1987/9/1,6403.7,55070,32978,4.3,68.3
North Carolina,1987/10/1,6403.7,55070,31412,4.3,68.4
North Carolina,1987/11/1,6403.7,55070,48031,4.2,68.4
North Carolina,1987/12/1,6403.7,55070,158176,4.1,68.4
North Carolina,1988/1/1,6480.594,56970,60299,4,68.4
North Carolina,1988/2/1,6480.594,56970,44496,3.9,68.3
North Carolina,1988/3/1,6480.594,56970,49317,3.8,68.3
North Carolina,1988/4/1,6480.594,56970,36915,3.7,68.2
North Carolina,1988/5/1,6480.594,56970,40046,3.6,68.3
North Carolina,1988/6/1,6480.594,56970,80979,3.6,68.3
North Carolina,1988/7/1,6480.594,56970,36665,3.6,68.4
North Carolina,1988/8/1,6480.594,56970,40846,3.6,68.5
North Carolina,1988/9/1,6480.594,56970,40669,3.6,68.6
North Carolina,1988/10/1,6480.594,56970,35596,3.7,68.6
North Carolina,1988/11/1,6480.594,56970,81460,3.6,68.6
North Carolina,1988/12/1,6480.594,56970,125693,3.6,68.7
North Carolina,1989/1/1,6565.459,59020,47515,3.6,68.7
North Carolina,1989/2/1,6565.459,59020,67702,3.5,68.7
North Carolina,1989/3/1,6565.459,59020,60672,3.5,68.8
North Carolina,1989/4/1,6565.459,59020,38603,3.6,68.8
North Carolina,1989/5/1,6565.459,59020,34384,3.6,68.9
North Carolina,1989/6/1,6565.459,59020,70529,3.6,68.9
North Carolina,1989/7/1,6565.459,59020,37190,3.6,68.8
North Carolina,1989/8/1,6565.459,59020,43196,3.6,68.8
North Carolina,1989/9/1,6565.459,59020,41839,3.6,68.7
North Carolina,1989/10/1,6565.459,59020,39925,3.6,68.6
North Carolina,1989/11/1,6565.459,59020,94183,3.5,68.5
North Carolina,1989/12/1,6565.459,59020,142300,3.5,68.5
North Carolina,1990/1/1,6656.987,56120,63626,3.5,68.5
North Carolina,1990/2/1,6656.987,56120,74480,3.5,68.5
North Carolina,1990/3/1,6656.987,56120,58388,3.6,68.5
North Carolina,1990/4/1,6656.987,56120,51105,3.6,68.4
North Carolina,1990/5/1,6656.987,56120,62633,3.7,68.3
North Carolina,1990/6/1,6656.987,56120,93662,3.9,68.2
North Carolina,1990/7/1,6656.987,56120,53380,4,68.1
North Carolina,1990/8/1,6656.987,56120,60616,4.2,68
North Carolina,1990/9/1,6656.987,56120,73678,4.5,67.9
North Carolina,1990/10/1,6656.987,56120,82044,4.7,67.9
North Carolina,1990/11/1,6656.987,56120,161349,5,67.9
North Carolina,1990/12/1,6656.987,56120,221238,5.3,68
North Carolina,1991/1/1,6748.135,55230,112930,5.5,68
North Carolina,1991/2/1,6748.135,55230,124214,5.7,68
North Carolina,1991/3/1,6748.135,55230,93525,5.9,68
North Carolina,1991/4/1,6748.135,55230,66769,6,68
North Carolina,1991/5/1,6748.135,55230,75916,6,68
North Carolina,1991/6/1,6748.135,55230,85567,6,68
North Carolina,1991/7/1,6748.135,55230,69383,5.9,68
North Carolina,1991/8/1,6748.135,55230,46055,5.9,68.1
North Carolina,1991/9/1,6748.135,55230,46193,5.9,68.1
North Carolina,1991/10/1,6748.135,55230,63960,6,68.1
North Carolina,1991/11/1,6748.135,55230,84334,6.1,68.1
North Carolina,1991/12/1,6748.135,55230,191195,6.2,68.1
North Carolina,1992/1/1,6831.85,55710,90597,6.3,68.1
North Carolina,1992/2/1,6831.85,55710,63613,6.3,68.1
North Carolina,1992/3/1,6831.85,55710,53754,6.4,68.2
North Carolina,1992/4/1,6831.85,55710,66295,6.4,68.2
North Carolina,1992/5/1,6831.85,55710,46920,6.4,68.4
North Carolina,1992/6/1,6831.85,55710,74364,6.3,68.4
North Carolina,1992/7/1,6831.85,55710,54558,6.3,68.5
North Carolina,1992/8/1,6831.85,55710,44652,6.3,68.5
North Carolina,1992/9/1,6831.85,55710,35677,6.2,68.4
North Carolina,1992/10/1,6831.85,55710,28060,6.1,68.3
North Carolina,1992/11/1,6831.85,55710,38288,6,68.1
North Carolina,1992/12/1,6831.85,55710,74466,5.9,68
North Carolina,1993/1/1,6947.412,56410,35600,5.7,67.9
