State,Filed week ended,Initial Claims
California,12/28/2002,"55,815"
California,01/04/2003,"53,715"
California,01/11/2003,"75,711"
California,01/18/2003,"74,004"
California,01/25/2003,"63,008"
California,02/01/2003,"63,965"
California,02/08/2003,"67,585"
California,02/15/2003,"57,997"
California,02/22/2003,"57,840"
California,03/01/2003,"63,349"
California,03/08/2003,"62,999"
California,03/15/2003,"57,817"
California,03/22/2003,"58,432"
California,03/29/2003,"56,922"
California,04/05/2003,"57,149"
California,04/12/2003,"66,076"
California,04/19/2003,"62,244"
California,04/26/2003,"59,484"
California,05/03/2003,"58,469"
California,05/10/2003,"58,798"
California,05/17/2003,"52,411"
California,05/24/2003,"52,932"
California,05/31/2003,"47,269"
California,06/07/2003,"57,394"
California,06/14/2003,"56,674"
California,06/21/2003,"60,372"
California,06/28/2003,"58,343"
California,07/05/2003,"60,726"
California,07/12/2003,"64,046"
California,07/19/2003,"56,602"
California,07/26/2003,"51,814"
California,08/02/2003,"51,897"
California,08/09/2003,"53,499"
California,08/16/2003,"44,699"
California,08/23/2003,"49,556"
California,08/30/2003,"50,773"
California,09/06/2003,"45,857"
California,09/13/2003,"51,072"
California,09/20/2003,"48,788"
California,09/27/2003,"46,779"
California,10/04/2003,"58,249"
California,10/11/2003,"58,354"
California,10/18/2003,"54,622"
California,10/25/2003,"68,161"
California,11/01/2003,"55,349"
California,11/08/2003,"64,012"
California,11/15/2003,"54,235"
California,11/22/2003,"61,275"
California,11/29/2003,"41,646"
California,12/06/2003,"58,211"
California,12/13/2003,"48,567"
California,12/20/2003,"45,409"
California,12/27/2003,"49,190"
California,01/03/2004,"43,502"
California,01/10/2004,"58,359"
California,01/17/2004,"58,194"
California,01/24/2004,"49,731"
California,01/31/2004,"57,363"
California,02/07/2004,"57,797"
California,02/14/2004,"44,918"
California,02/21/2004,"48,756"
California,02/28/2004,"58,475"
California,03/06/2004,"51,112"
California,03/13/2004,"48,870"
California,03/20/2004,"46,038"
California,03/27/2004,"44,090"
California,04/03/2004,"42,177"
California,04/10/2004,"54,245"
California,04/17/2004,"47,526"
California,04/24/2004,"47,126"
California,05/01/2004,"43,533"
California,05/08/2004,"45,263"
California,05/15/2004,"43,540"
California,05/22/2004,"42,418"
California,05/29/2004,"40,887"
California,06/05/2004,"43,515"
California,06/12/2004,"43,020"
California,06/19/2004,"49,026"
California,06/26/2004,"45,294"
California,07/03/2004,"47,510"
California,07/10/2004,"48,174"
California,07/17/2004,"45,609"
California,07/24/2004,"42,842"
California,07/31/2004,"41,593"
California,08/07/2004,"43,464"
California,08/14/2004,"39,921"
California,08/21/2004,"40,049"
California,08/28/2004,"37,983"
California,09/04/2004,"40,811"
California,09/11/2004,"35,444"
California,09/18/2004,"40,027"
California,09/25/2004,"39,044"
California,10/02/2004,"43,109"
California,10/09/2004,"46,299"
California,10/16/2004,"37,885"
California,10/23/2004,"49,446"
California,10/30/2004,"48,952"
California,11/06/2004,"52,443"
California,11/13/2004,"46,177"
California,11/20/2004,"51,829"
California,11/27/2004,"37,344"
California,12/04/2004,"51,358"
California,12/11/2004,"47,257"
California,12/18/2004,"44,226"
California,12/25/2004,"48,265"
California,01/01/2005,"49,862"
California,01/08/2005,"61,905"
California,01/15/2005,"59,409"
California,01/22/2005,"47,959"
California,01/29/2005,"50,224"
California,02/05/2005,"50,028"
California,02/12/2005,"46,255"
California,02/19/2005,"47,576"
California,02/26/2005,"44,700"
California,03/05/2005,"45,977"
California,03/12/2005,"45,024"
California,03/19/2005,"40,097"
California,03/26/2005,"45,524"
California,04/02/2005,"36,989"
California,04/09/2005,"48,102"
California,04/16/2005,"41,702"
California,04/23/2005,"44,959"
California,04/30/2005,"42,605"
California,05/07/2005,"41,239"
California,05/14/2005,"39,207"
California,05/21/2005,"39,017"
California,05/28/2005,"38,090"
California,06/04/2005,"35,618"
California,06/11/2005,"40,205"
California,06/18/2005,"40,344"
California,06/25/2005,"39,619"
California,07/02/2005,"39,372"
California,07/09/2005,"37,639"
California,07/16/2005,"40,345"
California,07/23/2005,"37,170"
California,07/30/2005,"36,238"
California,08/06/2005,"37,846"
California,08/13/2005,"34,784"
California,08/20/2005,"33,336"
California,08/27/2005,"33,672"
California,09/03/2005,"33,573"
California,09/10/2005,"30,731"
California,09/17/2005,"36,571"
California,09/24/2005,"34,444"
California,10/01/2005,"34,561"
California,10/08/2005,"39,615"
California,10/15/2005,"31,362"
California,10/22/2005,"40,537"
California,10/29/2005,"38,727"
California,11/05/2005,"39,579"
California,11/12/2005,"35,798"
California,11/19/2005,"44,425"
California,11/26/2005,"30,023"
California,12/03/2005,"53,024"
California,12/10/2005,"39,246"
California,12/17/2005,"41,593"
California,12/24/2005,"46,591"
California,12/31/2005,"35,908"
California,01/07/2006,"52,543"
California,01/14/2006,"47,631"
California,01/21/2006,"41,989"
California,01/28/2006,"41,122"
California,02/04/2006,"42,128"
California,02/11/2006,"43,905"
California,02/18/2006,"35,837"
California,02/25/2006,"34,910"
California,03/04/2006,"42,829"
California,03/11/2006,"46,332"
California,03/18/2006,"39,447"
California,03/25/2006,"37,614"
California,04/01/2006,"33,437"
California,04/08/2006,"52,555"
California,04/15/2006,"41,016"
California,04/22/2006,"41,460"
California,04/29/2006,"39,703"
California,05/06/2006,"40,393"
California,05/13/2006,"38,419"
California,05/20/2006,"37,179"
California,05/27/2006,"39,232"
California,06/03/2006,"33,110"
California,06/10/2006,"35,643"
California,06/17/2006,"40,252"
California,06/24/2006,"40,036"
California,07/01/2006,"38,818"
California,07/08/2006,"42,197"
California,07/15/2006,"40,723"
California,07/22/2006,"36,123"
California,07/29/2006,"39,692"
California,08/05/2006,"38,650"
California,08/12/2006,"36,662"
California,08/19/2006,"36,126"
California,08/26/2006,"36,196"
California,09/02/2006,"35,284"
California,09/09/2006,"30,767"
California,09/16/2006,"35,480"
California,09/23/2006,"36,282"
California,09/30/2006,"36,027"
California,10/07/2006,"40,188"
California,10/14/2006,"38,388"
California,10/21/2006,"37,676"
California,10/28/2006,"41,061"
California,11/04/2006,"40,827"
California,11/11/2006,"41,241"
California,11/18/2006,"51,190"
California,11/25/2006,"40,320"
California,12/02/2006,"49,679"
California,12/09/2006,"41,293"
California,12/16/2006,"47,305"
California,12/23/2006,"49,129"
California,12/30/2006,"40,045"
California,01/06/2007,"44,405"
California,01/13/2007,"54,520"
California,01/20/2007,"43,524"
California,01/27/2007,"49,038"
California,02/03/2007,"47,582"
California,02/10/2007,"46,512"
California,02/17/2007,"43,754"
California,02/24/2007,"39,374"
California,03/03/2007,"45,770"
California,03/10/2007,"42,589"
California,03/17/2007,"38,510"
California,03/24/2007,"40,364"
California,03/31/2007,"38,875"
California,04/07/2007,"47,519"
California,04/14/2007,"42,210"
California,04/21/2007,"42,973"
California,04/28/2007,"42,595"
California,05/05/2007,"41,866"
California,05/12/2007,"40,345"
California,05/19/2007,"40,953"
California,05/26/2007,"41,041"
California,06/02/2007,"34,093"
California,06/09/2007,"44,426"
California,06/16/2007,"43,362"
California,06/23/2007,"42,728"
California,06/30/2007,"43,889"
California,07/07/2007,"45,912"
California,07/14/2007,"43,517"
California,07/21/2007,"41,005"
California,07/28/2007,"41,351"
California,08/04/2007,"39,352"
California,08/11/2007,"41,925"
California,08/18/2007,"37,942"
California,08/25/2007,"40,150"
California,09/01/2007,"38,814"
California,09/08/2007,"34,465"
California,09/15/2007,"39,835"
California,09/22/2007,"39,782"
California,09/29/2007,"39,485"
California,10/06/2007,"45,802"
California,10/13/2007,"40,885"
California,10/20/2007,"47,912"
California,10/27/2007,"48,901"
California,11/03/2007,"49,976"
California,11/10/2007,"55,672"
California,11/17/2007,"49,767"
California,11/24/2007,"39,332"
California,12/01/2007,"56,199"
California,12/08/2007,"55,762"
California,12/15/2007,"50,408"
California,12/22/2007,"56,753"
California,12/29/2007,"42,300"
California,01/05/2008,"44,124"
California,01/12/2008,"71,318"
California,01/19/2008,"56,986"
California,01/26/2008,"57,219"
California,02/02/2008,"54,370"
California,02/09/2008,"62,227"
California,02/16/2008,"46,200"
California,02/23/2008,"49,222"
California,03/01/2008,"50,509"
California,03/08/2008,"54,264"
California,03/15/2008,"49,248"
California,03/22/2008,"48,438"
California,03/29/2008,"46,843"
California,04/05/2008,"48,794"
California,04/12/2008,"57,585"
California,04/19/2008,"52,455"
California,04/26/2008,"50,766"
California,05/03/2008,"48,999"
California,05/10/2008,"48,670"
California,05/17/2008,"47,730"
California,05/24/2008,"47,023"
California,05/31/2008,"42,272"
California,06/07/2008,"53,050"
California,06/14/2008,"50,940"
California,06/21/2008,"55,995"
California,06/28/2008,"54,764"
California,07/05/2008,"50,186"
California,07/12/2008,"59,602"
California,07/19/2008,"58,053"
California,07/26/2008,"61,964"
California,08/02/2008,"63,171"
California,08/09/2008,"59,209"
California,08/16/2008,"51,347"
California,08/23/2008,"52,045"
California,08/30/2008,"51,832"
California,09/06/2008,"48,594"
California,09/13/2008,"53,273"
California,09/20/2008,"53,416"
California,09/27/2008,"54,071"
California,10/04/2008,"60,074"
California,10/11/2008,"62,855"
California,10/18/2008,"62,853"
California,10/25/2008,"67,470"
California,11/01/2008,"63,867"
California,11/08/2008,"79,399"
California,11/15/2008,"69,963"
California,11/22/2008,"80,845"
California,11/29/2008,"60,541"
California,12/06/2008,"83,504"
California,12/13/2008,"67,011"
California,12/20/2008,"87,877"
California,12/27/2008,"78,175"
California,01/03/2009,"63,379"
California,01/10/2009,"85,952"
California,01/17/2009,"87,778"
California,01/24/2009,"75,704"
California,01/31/2009,"95,705"
California,02/07/2009,"90,456"
California,02/14/2009,"73,906"
California,02/21/2009,"76,583"
California,02/28/2009,"84,348"
California,03/07/2009,"83,071"
California,03/14/2009,"74,516"
California,03/21/2009,"81,236"
California,03/28/2009,"74,179"
California,04/04/2009,"69,471"
California,04/11/2009,"75,875"
California,04/18/2009,"84,410"
California,04/25/2009,"73,577"
California,05/02/2009,"72,078"
California,05/09/2009,"62,026"
California,05/16/2009,"67,473"
California,05/23/2009,"68,156"
California,05/30/2009,"64,605"
California,06/06/2009,"69,499"
California,06/13/2009,"72,039"
California,06/20/2009,"86,609"
California,06/27/2009,"83,690"
California,07/04/2009,"79,397"
California,07/11/2009,"77,642"
California,07/18/2009,"81,932"
California,07/25/2009,"80,794"
California,08/01/2009,"73,536"
California,08/08/2009,"67,901"
California,08/15/2009,"61,615"
California,08/22/2009,"70,247"
California,08/29/2009,"69,273"
California,09/05/2009,"66,522"
California,09/12/2009,"64,433"
California,09/19/2009,"69,545"
California,09/26/2009,"74,012"
California,10/03/2009,"70,101"
California,10/10/2009,"63,039"
California,10/17/2009,"68,813"
California,10/24/2009,"83,207"
California,10/31/2009,"76,455"
California,11/07/2009,"77,701"
California,11/14/2009,"69,714"
California,11/21/2009,"84,510"
California,11/28/2009,"55,838"
California,12/05/2009,"84,196"
California,12/12/2009,"73,681"
California,12/19/2009,"80,998"
California,12/26/2009,"57,838"
California,01/02/2010,"55,554"
California,01/09/2010,"71,714"
California,01/16/2010,"115,462"
California,01/23/2010,"92,788"
California,01/30/2010,"94,784"
California,02/06/2010,"81,249"
California,02/13/2010,"75,709"
California,02/20/2010,"63,709"
California,02/27/2010,"79,821"
California,03/06/2010,"72,586"
California,03/13/2010,"76,020"
California,03/20/2010,"70,840"
California,03/27/2010,"72,141"
California,04/03/2010,"69,168"
California,04/10/2010,"92,953"
California,04/17/2010,"77,573"
California,04/24/2010,"83,991"
California,05/01/2010,"65,445"
California,05/08/2010,"73,796"
California,05/15/2010,"71,635"
California,05/22/2010,"70,429"
California,05/29/2010,"72,510"
California,06/05/2010,"62,124"
California,06/12/2010,"79,696"
California,06/19/2010,"76,067"
California,06/26/2010,"78,292"
California,07/03/2010,"80,625"
California,07/10/2010,"72,591"
California,07/17/2010,"92,400"
California,07/24/2010,"73,293"
California,07/31/2010,"72,028"
California,08/07/2010,"76,421"
California,08/14/2010,"71,146"
California,08/21/2010,"65,163"
California,08/28/2010,"61,036"
California,09/04/2010,"61,371"
California,09/11/2010,"50,617"
California,09/18/2010,"65,770"
California,09/25/2010,"74,730"
California,10/02/2010,"68,599"
California,10/09/2010,"76,528"
California,10/16/2010,"62,827"
California,10/23/2010,"66,582"
California,10/30/2010,"72,969"
California,11/06/2010,"72,806"
California,11/13/2010,"67,762"
California,11/20/2010,"72,204"
California,11/27/2010,"63,884"
California,12/04/2010,"77,469"
California,12/11/2010,"78,671"
California,12/18/2010,"71,015"
California,12/25/2010,"86,987"
California,01/01/2011,"73,293"
California,01/08/2011,"90,829"
California,01/15/2011,"76,520"
California,01/22/2011,"62,745"
California,01/29/2011,"75,019"
California,02/05/2011,"73,325"
California,02/12/2011,"70,262"
California,02/19/2011,"68,060"
California,02/26/2011,"55,330"
California,03/05/2011,"68,718"
California,03/12/2011,"63,228"
California,03/19/2011,"61,078"
California,03/26/2011,"64,658"
California,04/02/2011,"56,563"
California,04/09/2011,"82,209"
California,04/16/2011,"64,192"
California,04/23/2011,"63,828"
California,04/30/2011,"60,683"
California,05/07/2011,"64,698"
California,05/14/2011,"57,870"
California,05/21/2011,"64,923"
California,05/28/2011,"63,309"
California,06/04/2011,"60,799"
California,06/11/2011,"64,683"
California,06/18/2011,"69,076"
California,06/25/2011,"74,451"
California,07/02/2011,"76,392"
California,07/09/2011,"60,641"
California,07/16/2011,"81,454"
California,07/23/2011,"57,765"
California,07/30/2011,"56,781"
California,08/06/2011,"64,629"
California,08/13/2011,"53,717"
California,08/20/2011,"54,332"
California,08/27/2011,"57,669"
California,09/03/2011,"57,093"
California,09/10/2011,"53,772"
California,09/17/2011,"54,840"
California,09/24/2011,"53,619"
California,10/01/2011,"56,146"
California,10/08/2011,"70,028"
California,10/15/2011,"61,086"
California,10/22/2011,"68,262"
California,10/29/2011,"62,629"
California,11/05/2011,"64,078"
California,11/12/2011,"54,696"
California,11/19/2011,"73,916"
California,11/26/2011,"46,476"
California,12/03/2011,"74,256"
California,12/10/2011,"58,673"
California,12/17/2011,"63,427"
California,12/24/2011,"79,917"
California,12/31/2011,"55,948"
California,01/07/2012,"78,116"
California,01/14/2012,"79,798"
California,01/21/2012,"59,100"
California,01/28/2012,"63,671"
California,02/04/2012,"69,535"
California,02/11/2012,"61,073"
California,02/18/2012,"59,621"
California,02/25/2012,"55,090"
California,03/03/2012,"59,410"
California,03/10/2012,"54,714"
California,03/17/2012,"53,111"
California,03/24/2012,"55,310"
California,03/31/2012,"54,627"
California,04/07/2012,"61,214"
California,04/14/2012,"64,274"
California,04/21/2012,"63,217"
California,04/28/2012,"56,427"
California,05/05/2012,"58,040"
California,05/12/2012,"54,562"
California,05/19/2012,"57,278"
California,05/26/2012,"56,934"
California,06/02/2012,"52,766"
California,06/09/2012,"65,753"
California,06/16/2012,"57,737"
California,06/23/2012,"65,976"
California,06/30/2012,"67,021"
California,07/07/2012,"58,005"
California,07/14/2012,"84,249"
California,07/21/2012,"52,142"
California,07/28/2012,"47,404"
California,08/04/2012,"50,473"
California,08/11/2012,"58,414"
California,08/18/2012,"52,865"
California,08/25/2012,"51,108"
California,09/01/2012,"51,062"
California,09/08/2012,"42,899"
California,09/15/2012,"61,421"
California,09/22/2012,"47,894"
California,09/29/2012,"49,963"
California,10/06/2012,"44,984"
California,10/13/2012,"71,919"
California,10/20/2012,"55,333"
California,10/27/2012,"56,472"
California,11/03/2012,"48,323"
California,11/10/2012,"73,016"
California,11/17/2012,"46,679"
California,11/24/2012,"39,626"
California,12/01/2012,"64,037"
California,12/08/2012,"69,989"
California,12/15/2012,"63,122"
California,12/22/2012,"51,333"
California,12/29/2012,"53,345"
California,01/05/2013,"62,036"
California,01/12/2013,"72,268"
California,01/19/2013,"68,650"
California,01/26/2013,"48,236"
California,02/02/2013,"60,020"
California,02/09/2013,"55,190"
California,02/16/2013,"81,873"
California,02/23/2013,"41,521"
California,03/02/2013,"53,241"
California,03/09/2013,"47,052"
California,03/16/2013,"50,059"
California,03/23/2013,"58,771"
California,03/30/2013,"56,110"
California,04/06/2013,"43,217"
California,04/13/2013,"67,520"
California,04/20/2013,"50,839"
California,04/27/2013,"47,118"
California,05/04/2013,"47,193"
California,05/11/2013,"62,253"
California,05/18/2013,"45,919"
California,05/25/2013,"54,541"
California,06/01/2013,"45,745"
California,06/08/2013,"44,536"
California,06/15/2013,"59,877"
California,06/22/2013,"66,058"
California,06/29/2013,"56,735"
California,07/06/2013,"52,470"
California,07/13/2013,"59,269"
California,07/20/2013,"66,992"
California,07/27/2013,"45,513"
California,08/03/2013,"49,228"
California,08/10/2013,"45,123"
California,08/17/2013,"50,990"
California,08/24/2013,"48,446"
California,08/31/2013,"43,458"
California,09/07/2013,"18,046"
California,09/14/2013,"40,657"
California,09/21/2013,"36,903"
California,09/28/2013,"37,948"
California,10/05/2013,"71,602"
California,10/12/2013,"83,383"
California,10/19/2013,"70,350"
California,10/26/2013,"65,890"
California,11/02/2013,"63,422"
California,11/09/2013,"68,159"
California,11/16/2013,"63,515"
California,11/23/2013,"71,841"
California,11/30/2013,"51,921"
California,12/07/2013,"73,797"
California,12/14/2013,"78,419"
California,12/21/2013,"72,990"
California,12/28/2013,"58,355"
California,01/04/2014,"54,871"
California,01/11/2014,"63,190"
California,01/18/2014,"74,898"
California,01/25/2014,"72,535"
California,02/01/2014,"62,904"
California,02/08/2014,"64,049"
California,02/15/2014,"69,881"
California,02/22/2014,"64,908"
California,03/01/2014,"59,143"
California,03/08/2014,"57,881"
California,03/15/2014,"61,070"
California,03/22/2014,"52,345"
California,03/29/2014,"69,971"
California,04/05/2014,"56,079"
California,04/12/2014,"65,292"
California,04/19/2014,"62,405"
California,04/26/2014,"61,168"
California,05/03/2014,"57,455"
California,05/10/2014,"49,804"
California,05/17/2014,"54,281"
California,05/24/2014,"53,111"
California,05/31/2014,"51,167"
California,06/07/2014,"61,102"
California,06/14/2014,"61,772"
California,06/21/2014,"62,327"
California,06/28/2014,"55,033"
California,07/05/2014,"51,025"
California,07/12/2014,"62,151"
California,07/19/2014,"55,929"
California,07/26/2014,"54,180"
California,08/02/2014,"44,936"
California,08/09/2014,"55,043"
California,08/16/2014,"46,272"
California,08/23/2014,"47,139"
California,08/30/2014,"48,702"
California,09/06/2014,"37,734"
California,09/13/2014,"43,003"
California,09/20/2014,"51,833"
California,09/27/2014,"44,118"
California,10/04/2014,"45,943"
California,10/11/2014,"46,671"
California,10/18/2014,"49,425"
California,10/25/2014,"52,364"
California,11/01/2014,"48,514"
California,11/08/2014,"58,026"
California,11/15/2014,"40,438"
California,11/22/2014,"59,611"
California,11/29/2014,"45,792"
California,12/06/2014,"51,843"
California,12/13/2014,"63,637"
California,12/20/2014,"47,498"
California,12/27/2014,"54,045"
California,01/03/2015,"40,784"
California,01/10/2015,"66,906"
California,01/17/2015,"62,191"
California,01/24/2015,"40,605"
California,01/31/2015,"58,673"
California,02/07/2015,"61,006"
California,02/14/2015,"46,871"
California,02/21/2015,"43,039"
California,02/28/2015,"47,589"
California,03/07/2015,"45,764"
California,03/14/2015,"46,784"
California,03/21/2015,"44,249"
California,03/28/2015,"43,250"
California,04/04/2015,"39,603"
California,04/11/2015,"50,178"
California,04/18/2015,"51,521"
California,04/25/2015,"47,303"
California,05/02/2015,"45,550"
California,05/09/2015,"45,289"
California,05/16/2015,"42,759"
California,05/23/2015,"42,678"
California,05/30/2015,"34,787"
California,06/06/2015,"45,704"
California,06/13/2015,"43,112"
California,06/20/2015,"45,297"
California,06/27/2015,"48,227"
California,07/04/2015,"53,941"
California,07/11/2015,"46,942"
California,07/18/2015,"48,890"
California,07/25/2015,"45,028"
California,08/01/2015,"41,871"
California,08/08/2015,"44,369"
California,08/15/2015,"44,200"
California,08/22/2015,"42,898"
California,08/29/2015,"41,597"
California,09/05/2015,"42,125"
California,09/12/2015,"36,839"
California,09/19/2015,"40,564"
California,09/26/2015,"40,180"
California,10/03/2015,"42,531"
California,10/10/2015,"44,298"
California,10/17/2015,"43,592"
California,10/24/2015,"45,861"
California,10/31/2015,"48,011"
California,11/07/2015,"47,675"
California,11/14/2015,"45,851"
California,11/21/2015,"53,792"
California,11/28/2015,"33,484"
California,12/05/2015,"55,971"
California,12/12/2015,"55,903"
California,12/19/2015,"53,000"
California,12/26/2015,"43,100"
California,01/02/2016,"40,909"
California,01/09/2016,"58,280"
California,01/16/2016,"74,705"
California,01/23/2016,"53,436"
California,01/30/2016,"50,563"
California,02/06/2016,"49,006"
California,02/13/2016,"47,599"
California,02/20/2016,"42,084"
California,02/27/2016,"46,430"
California,03/05/2016,"45,142"
California,03/12/2016,"46,501"
California,03/19/2016,"44,151"
California,03/26/2016,"43,613"
California,04/02/2016,"36,495"
California,04/09/2016,"49,058"
California,04/16/2016,"50,147"
California,04/23/2016,"46,601"
California,04/30/2016,"42,674"
California,05/07/2016,"41,853"
California,05/14/2016,"43,498"
California,05/21/2016,"40,546"
California,05/28/2016,"44,373"
California,06/04/2016,"35,335"
California,06/11/2016,"54,097"
California,06/18/2016,"44,571"
California,06/25/2016,"49,734"
California,07/02/2016,"45,915"
California,07/09/2016,"39,137"
California,07/16/2016,"44,078"
California,07/23/2016,"42,549"
California,07/30/2016,"43,036"
California,08/06/2016,"43,415"
California,08/13/2016,"41,738"
California,08/20/2016,"38,776"
California,08/27/2016,"40,404"
California,09/03/2016,"40,240"
California,09/10/2016,"35,613"
California,09/17/2016,"38,765"
California,09/24/2016,"38,021"
California,10/01/2016,"38,281"
California,10/08/2016,"43,422"
California,10/15/2016,"46,010"
California,10/22/2016,"44,406"
California,10/29/2016,"46,393"
California,11/05/2016,"47,345"
California,11/12/2016,"39,455"
California,11/19/2016,"53,669"
California,11/26/2016,"42,330"
California,12/03/2016,"53,810"
California,12/10/2016,"50,637"
California,12/17/2016,"50,254"
California,12/24/2016,"52,811"
California,12/31/2016,"37,975"
California,01/07/2017,"43,975"
California,01/14/2017,"60,959"
California,01/21/2017,"61,914"
California,01/28/2017,"53,825"
California,02/04/2017,"45,464"
California,02/11/2017,"49,677"
California,02/18/2017,"48,928"
California,02/25/2017,"43,328"
California,03/04/2017,"45,208"
California,03/11/2017,"45,766"
California,03/18/2017,"41,002"
California,03/25/2017,"42,605"
California,04/01/2017,"35,367"
California,04/08/2017,"43,753"
California,04/15/2017,"47,139"
California,04/22/2017,"45,118"
California,04/29/2017,"43,906"
California,05/06/2017,"43,076"
California,05/13/2017,"37,564"
California,05/20/2017,"38,020"
California,05/27/2017,"42,833"
California,06/03/2017,"34,520"
California,06/10/2017,"40,929"
California,06/17/2017,"42,543"
California,06/24/2017,"46,687"
California,07/01/2017,"46,015"
California,07/08/2017,"37,798"
California,07/15/2017,"44,660"
California,07/22/2017,"44,966"
California,07/29/2017,"42,475"
California,08/05/2017,"39,523"
California,08/12/2017,"37,072"
California,08/19/2017,"37,843"
California,08/26/2017,"38,819"
California,09/02/2017,"37,777"
California,09/09/2017,"30,402"
California,09/16/2017,"39,899"
California,09/23/2017,"39,371"
California,09/30/2017,"37,388"
California,10/07/2017,"41,888"
California,10/14/2017,"40,977"
California,10/21/2017,"41,871"
California,10/28/2017,"43,283"
California,11/04/2017,"43,653"
California,11/11/2017,"44,894"
California,11/18/2017,"50,994"
California,11/25/2017,"35,936"
California,12/02/2017,"54,267"
California,12/09/2017,"47,792"
California,12/16/2017,"47,721"
California,12/23/2017,"45,239"
California,12/30/2017,"35,363"
California,01/06/2018,"47,290"
California,01/13/2018,"58,962"
California,01/20/2018,"51,749"
California,01/27/2018,"49,062"
California,02/03/2018,"43,687"
California,02/10/2018,"41,154"
California,02/17/2018,"40,230"
California,02/24/2018,"31,072"
California,03/03/2018,"42,718"
California,03/10/2018,"44,552"
California,03/17/2018,"42,127"
California,03/24/2018,"39,173"
California,03/31/2018,"39,130"
California,04/07/2018,"41,072"
California,04/14/2018,"45,026"
California,04/21/2018,"40,673"
California,04/28/2018,"39,940"
California,05/05/2018,"39,065"
California,05/12/2018,"39,382"
California,05/19/2018,"41,544"
California,05/26/2018,"37,545"
California,06/02/2018,"35,607"
California,06/09/2018,"40,198"
California,06/16/2018,"41,417"
California,06/23/2018,"46,837"
California,06/30/2018,"40,433"
California,07/07/2018,"35,046"
California,07/14/2018,"41,391"
California,07/21/2018,"39,610"
California,07/28/2018,"36,564"
California,08/04/2018,"37,852"
California,08/11/2018,"36,609"
California,08/18/2018,"37,154"
California,08/25/2018,"35,722"
California,09/01/2018,"35,413"
California,09/08/2018,"31,348"
California,09/15/2018,"33,418"
California,09/22/2018,"34,363"
California,09/29/2018,"33,403"
California,10/06/2018,"38,015"
California,10/13/2018,"40,612"
California,10/20/2018,"39,783"
California,10/27/2018,"38,096"
California,11/03/2018,"40,888"
California,11/10/2018,"45,094"
California,11/17/2018,"38,233"
California,11/24/2018,"33,988"
California,12/01/2018,"55,049"
California,12/08/2018,"47,395"
California,12/15/2018,"47,515"
California,12/22/2018,"48,469"
California,12/29/2018,"38,362"
California,01/05/2019,"38,536"
California,01/12/2019,"53,519"
California,01/19/2019,"48,844"
California,01/26/2019,"56,886"
California,02/02/2019,"48,904"
California,02/09/2019,"44,850"
California,02/16/2019,"43,516"
California,02/23/2019,"34,449"
California,03/02/2019,"41,085"
California,03/09/2019,"40,896"
California,03/16/2019,"41,128"
California,03/23/2019,"39,832"
California,03/30/2019,"38,528"
California,04/06/2019,"36,227"
California,04/13/2019,"39,429"
California,04/20/2019,"43,900"
California,04/27/2019,"40,312"
California,05/04/2019,"38,392"
California,05/11/2019,"39,618"
California,05/18/2019,"37,428"
California,05/25/2019,"38,275"
California,06/01/2019,"34,781"
California,06/08/2019,"41,288"
California,06/15/2019,"38,753"
California,06/22/2019,"44,396"
California,06/29/2019,"42,404"
California,07/06/2019,"35,194"
California,07/13/2019,"39,061"
California,07/20/2019,"39,341"
California,07/27/2019,"38,438"
California,08/03/2019,"36,041"
California,08/10/2019,"41,404"
California,08/17/2019,"35,430"
California,08/24/2019,"34,596"
California,08/31/2019,"34,358"
California,09/07/2019,"30,771"
California,09/14/2019,"34,650"
California,09/21/2019,"35,161"
California,09/28/2019,"33,226"
California,10/05/2019,"33,326"
California,10/12/2019,"40,182"
California,10/19/2019,"39,191"
California,10/26/2019,"41,081"
California,11/02/2019,"39,332"
California,11/09/2019,"45,816"
California,11/16/2019,"40,749"
California,11/23/2019,"49,133"
California,11/30/2019,"36,457"
California,12/07/2019,"48,434"
California,12/14/2019,"47,521"
California,12/21/2019,"49,943"
California,12/28/2019,"34,301"
California,01/04/2020,"36,720"
California,01/11/2020,"51,993"
California,01/18/2020,"64,858"
California,01/25/2020,"45,596"
California,02/01/2020,"43,458"
California,02/08/2020,"40,392"
California,02/15/2020,"43,445"
California,02/22/2020,"34,979"
California,02/29/2020,"41,678"
California,03/07/2020,"43,385"
California,03/14/2020,"57,606"
California,03/21/2020,"186,333"
California,03/28/2020,"1,058,325"
California,04/04/2020,"918,814"
California,04/11/2020,"655,472"
California,04/18/2020,"528,360"
California,04/25/2020,"325,343"
California,05/02/2020,"316,257"
California,05/09/2020,"212,667"
California,05/16/2020,"244,431"
California,05/23/2020,"203,262"
California,05/30/2020,"228,634"
California,06/06/2020,"255,836"
California,06/13/2020,"241,424"
California,06/20/2020,"284,494"
California,06/27/2020,"277,362"
California,07/04/2020,"264,791"
California,07/11/2020,"284,914"
California,07/18/2020,"289,594"
California,07/25/2020,"244,653"
California,08/01/2020,"222,043"
California,08/08/2020,"202,509"
California,08/15/2020,"190,354"
California,08/22/2020,"196,916"
California,08/29/2020,"219,563"
California,09/05/2020,"243,404"
California,09/12/2020,"226,004"
California,09/19/2020,"226,179"
California,09/26/2020,"171,220"
California,10/03/2020,"148,213"
California,10/10/2020,"176,083"
California,10/17/2020,"159,876"
California,10/24/2020,"152,176"
California,10/31/2020,"152,480"
