State,Filed week ended,Initial Claims
Alabama,01/03/1987,"16,309"
Alabama,01/10/1987,"21,203"
Alabama,01/17/1987,"17,409"
Alabama,01/24/1987,"8,839"
Alabama,01/31/1987,"7,272"
Alabama,02/07/1987,"7,272"
Alabama,02/14/1987,"8,633"
Alabama,02/21/1987,"6,499"
Alabama,02/28/1987,"6,354"
Alabama,03/07/1987,"5,563"
Alabama,03/14/1987,"6,207"
Alabama,03/21/1987,"10,978"
Alabama,03/28/1987,"6,305"
Alabama,04/04/1987,"5,315"
Alabama,04/11/1987,"7,472"
Alabama,04/18/1987,"5,597"
Alabama,04/25/1987,"6,215"
Alabama,05/02/1987,"5,186"
Alabama,05/09/1987,"5,749"
Alabama,05/16/1987,"6,056"
Alabama,05/23/1987,"6,582"
Alabama,05/30/1987,"4,705"
Alabama,06/06/1987,"5,479"
Alabama,06/13/1987,"5,022"
Alabama,06/20/1987,"4,949"
Alabama,06/27/1987,"4,844"
Alabama,07/04/1987,"5,205"
Alabama,07/11/1987,"10,696"
Alabama,07/18/1987,"12,676"
Alabama,07/25/1987,"8,620"
Alabama,08/01/1987,"5,806"
Alabama,08/08/1987,"5,580"
Alabama,08/15/1987,"5,257"
Alabama,08/22/1987,"4,515"
Alabama,08/29/1987,"4,194"
Alabama,09/05/1987,"4,791"
Alabama,09/12/1987,"3,650"
Alabama,09/19/1987,"3,899"
Alabama,09/26/1987,"3,614"
Alabama,10/03/1987,"4,121"
Alabama,10/10/1987,"5,289"
Alabama,10/17/1987,"3,905"
Alabama,10/24/1987,"4,430"
Alabama,10/31/1987,"4,419"
Alabama,11/07/1987,"4,873"
Alabama,11/14/1987,"5,072"
Alabama,11/21/1987,"5,834"
Alabama,11/28/1987,"4,453"
Alabama,12/05/1987,"6,388"
Alabama,12/12/1987,"6,912"
Alabama,12/19/1987,"5,817"
Alabama,12/26/1987,"6,967"
Alabama,01/02/1988,"8,805"
Alabama,01/09/1988,"17,120"
Alabama,01/16/1988,"19,628"
Alabama,01/23/1988,"12,624"
Alabama,01/30/1988,"9,331"
Alabama,02/06/1988,"6,557"
Alabama,02/13/1988,"6,302"
Alabama,02/20/1988,"5,380"
Alabama,02/27/1988,"6,294"
Alabama,03/05/1988,"5,340"
Alabama,03/12/1988,"5,427"
Alabama,03/19/1988,"4,326"
Alabama,03/26/1988,"7,449"
Alabama,04/02/1988,"4,586"
Alabama,04/09/1988,"6,373"
Alabama,04/16/1988,"4,959"
Alabama,04/23/1988,"5,479"
Alabama,04/30/1988,"4,342"
Alabama,05/07/1988,"5,457"
Alabama,05/14/1988,"5,082"
Alabama,05/21/1988,"4,795"
Alabama,05/28/1988,"4,370"
Alabama,06/04/1988,"6,755"
Alabama,06/11/1988,"4,314"
Alabama,06/18/1988,"4,767"
Alabama,06/25/1988,"4,619"
Alabama,07/02/1988,"4,759"
Alabama,07/09/1988,"8,531"
Alabama,07/16/1988,"15,639"
Alabama,07/23/1988,"10,663"
Alabama,07/30/1988,"6,802"
Alabama,08/06/1988,"8,742"
Alabama,08/13/1988,"6,141"
Alabama,08/20/1988,"6,755"
Alabama,08/27/1988,"5,126"
Alabama,09/03/1988,"5,758"
Alabama,09/10/1988,"5,685"
Alabama,09/17/1988,"5,467"
Alabama,09/24/1988,"4,352"
Alabama,10/01/1988,"4,466"
Alabama,10/08/1988,"6,588"
Alabama,10/15/1988,"5,483"
Alabama,10/22/1988,"5,220"
Alabama,10/29/1988,"6,170"
Alabama,11/05/1988,"5,064"
Alabama,11/12/1988,"4,363"
Alabama,11/19/1988,"6,855"
Alabama,11/26/1988,"4,864"
Alabama,12/03/1988,"8,321"
Alabama,12/10/1988,"5,408"
Alabama,12/17/1988,"5,334"
Alabama,12/24/1988,"5,724"
Alabama,12/31/1988,"8,315"
Alabama,01/07/1989,"16,343"
Alabama,01/14/1989,"22,189"
Alabama,01/21/1989,"10,109"
Alabama,01/28/1989,"8,163"
Alabama,02/04/1989,"6,202"
Alabama,02/11/1989,"5,568"
Alabama,02/18/1989,"6,681"
Alabama,02/25/1989,"5,200"
Alabama,03/04/1989,"6,218"
Alabama,03/11/1989,"5,436"
Alabama,03/18/1989,"5,301"
Alabama,03/25/1989,"6,037"
Alabama,04/01/1989,"4,400"
Alabama,04/08/1989,"5,578"
Alabama,04/15/1989,"4,393"
Alabama,04/22/1989,"5,674"
Alabama,04/29/1989,"4,183"
Alabama,05/06/1989,"5,098"
Alabama,05/13/1989,"5,923"
Alabama,05/20/1989,"4,749"
Alabama,05/27/1989,"5,010"
Alabama,06/03/1989,"4,756"
Alabama,06/10/1989,"4,641"
Alabama,06/17/1989,"6,959"
Alabama,06/24/1989,"5,632"
Alabama,07/01/1989,"5,838"
Alabama,07/08/1989,"7,681"
Alabama,07/15/1989,"16,979"
Alabama,07/22/1989,"12,996"
Alabama,07/29/1989,"7,751"
Alabama,08/05/1989,"7,321"
Alabama,08/12/1989,"7,442"
Alabama,08/19/1989,"4,625"
Alabama,08/26/1989,"3,880"
Alabama,09/02/1989,"5,034"
Alabama,09/09/1989,"4,437"
Alabama,09/16/1989,"4,460"
Alabama,09/23/1989,"5,279"
Alabama,09/30/1989,"4,735"
Alabama,10/07/1989,"5,359"
Alabama,10/14/1989,"5,208"
Alabama,10/21/1989,"4,990"
Alabama,10/28/1989,"5,562"
Alabama,11/04/1989,"5,119"
Alabama,11/11/1989,"4,842"
Alabama,11/18/1989,"7,117"
Alabama,11/25/1989,"4,274"
Alabama,12/02/1989,"9,193"
Alabama,12/09/1989,"7,982"
Alabama,12/16/1989,"5,915"
Alabama,12/23/1989,"8,343"
Alabama,12/30/1989,"11,758"
Alabama,01/06/1990,"14,782"
Alabama,01/13/1990,"21,868"
Alabama,01/20/1990,"14,723"
Alabama,01/27/1990,"9,275"
Alabama,02/03/1990,"7,089"
Alabama,02/10/1990,"9,078"
Alabama,02/17/1990,"7,579"
Alabama,02/24/1990,"7,930"
Alabama,03/03/1990,"7,196"
Alabama,03/10/1990,"6,087"
Alabama,03/17/1990,"4,760"
Alabama,03/24/1990,"12,575"
Alabama,03/31/1990,"7,613"
Alabama,04/07/1990,"6,542"
Alabama,04/14/1990,"5,674"
Alabama,04/21/1990,"15,414"
Alabama,04/28/1990,"5,063"
Alabama,05/05/1990,"6,932"
Alabama,05/12/1990,"6,522"
Alabama,05/19/1990,"4,916"
Alabama,05/26/1990,"5,138"
Alabama,06/02/1990,"6,468"
Alabama,06/09/1990,"5,190"
Alabama,06/16/1990,"4,869"
Alabama,06/23/1990,"5,384"
Alabama,06/30/1990,"4,526"
Alabama,07/07/1990,"7,358"
Alabama,07/14/1990,"15,279"
Alabama,07/21/1990,"12,924"
Alabama,07/28/1990,"9,141"
Alabama,08/04/1990,"8,406"
Alabama,08/11/1990,"6,965"
Alabama,08/18/1990,"5,555"
Alabama,08/25/1990,"6,213"
Alabama,09/01/1990,"5,894"
Alabama,09/08/1990,"7,258"
Alabama,09/15/1990,"5,593"
Alabama,09/22/1990,"5,184"
Alabama,09/29/1990,"5,078"
Alabama,10/06/1990,"6,238"
Alabama,10/13/1990,"6,916"
Alabama,10/20/1990,"5,519"
Alabama,10/27/1990,"6,963"
Alabama,11/03/1990,"8,978"
Alabama,11/10/1990,"7,463"
Alabama,11/17/1990,"6,424"
Alabama,11/24/1990,"5,054"
Alabama,12/01/1990,"13,544"
Alabama,12/08/1990,"12,549"
Alabama,12/15/1990,"8,079"
Alabama,12/22/1990,"9,238"
Alabama,12/29/1990,"12,745"
Alabama,01/05/1991,"18,288"
Alabama,01/12/1991,"24,282"
Alabama,01/19/1991,"21,353"
Alabama,01/26/1991,"12,607"
Alabama,02/02/1991,"10,777"
Alabama,02/09/1991,"10,881"
Alabama,02/16/1991,"7,714"
Alabama,02/23/1991,"7,891"
Alabama,03/02/1991,"10,006"
Alabama,03/09/1991,"7,553"
Alabama,03/16/1991,"7,206"
Alabama,03/23/1991,"6,724"
Alabama,03/30/1991,"6,755"
Alabama,04/06/1991,"11,204"
Alabama,04/13/1991,"8,003"
Alabama,04/20/1991,"7,578"
Alabama,04/27/1991,"5,715"
Alabama,05/04/1991,"6,355"
Alabama,05/11/1991,"7,094"
Alabama,05/18/1991,"6,458"
Alabama,05/25/1991,"6,001"
Alabama,06/01/1991,"6,128"
Alabama,06/08/1991,"6,409"
Alabama,06/15/1991,"5,633"
Alabama,06/22/1991,"4,933"
Alabama,06/29/1991,"5,117"
Alabama,07/06/1991,"6,348"
Alabama,07/13/1991,"15,977"
Alabama,07/20/1991,"13,019"
Alabama,07/27/1991,"7,775"
Alabama,08/03/1991,"6,657"
Alabama,08/10/1991,"6,255"
Alabama,08/17/1991,"4,928"
Alabama,08/24/1991,"4,898"
Alabama,08/31/1991,"5,300"
Alabama,09/07/1991,"4,730"
Alabama,09/14/1991,"4,912"
Alabama,09/21/1991,"4,412"
Alabama,09/28/1991,"4,959"
Alabama,10/05/1991,"5,155"
Alabama,10/12/1991,"5,751"
Alabama,10/19/1991,"4,797"
Alabama,10/26/1991,"5,882"
Alabama,11/02/1991,"5,524"
Alabama,11/09/1991,"5,760"
Alabama,11/16/1991,"5,857"
Alabama,11/23/1991,"6,738"
Alabama,11/30/1991,"6,150"
Alabama,12/07/1991,"10,865"
Alabama,12/14/1991,"7,470"
Alabama,12/21/1991,"6,686"
Alabama,12/28/1991,"5,870"
Alabama,01/04/1992,"17,251"
Alabama,01/11/1992,"21,684"
Alabama,01/18/1992,"20,068"
Alabama,01/25/1992,"10,537"
Alabama,02/01/1992,"9,208"
Alabama,02/08/1992,"6,919"
Alabama,02/15/1992,"6,834"
Alabama,02/22/1992,"5,849"
Alabama,02/29/1992,"6,944"
Alabama,03/07/1992,"5,830"
Alabama,03/14/1992,"5,890"
Alabama,03/21/1992,"6,454"
Alabama,03/28/1992,"5,218"
Alabama,04/04/1992,"5,433"
Alabama,04/11/1992,"9,157"
Alabama,04/18/1992,"5,922"
Alabama,04/25/1992,"4,823"
Alabama,05/02/1992,"5,421"
Alabama,05/09/1992,"5,177"
Alabama,05/16/1992,"5,187"
Alabama,05/23/1992,"5,513"
Alabama,05/30/1992,"4,901"
Alabama,06/06/1992,"5,825"
Alabama,06/13/1992,"5,898"
Alabama,06/20/1992,"5,072"
Alabama,06/27/1992,"6,146"
Alabama,07/04/1992,"4,473"
Alabama,07/11/1992,"13,353"
Alabama,07/18/1992,"14,717"
Alabama,07/25/1992,"7,549"
Alabama,08/01/1992,"8,129"
Alabama,08/08/1992,"5,260"
Alabama,08/15/1992,"5,166"
Alabama,08/22/1992,"4,833"
Alabama,08/29/1992,"4,802"
Alabama,09/05/1992,"4,828"
Alabama,09/12/1992,"3,543"
Alabama,09/19/1992,"5,363"
Alabama,09/26/1992,"4,050"
Alabama,10/03/1992,"5,213"
Alabama,10/10/1992,"5,047"
Alabama,10/17/1992,"3,891"
Alabama,10/24/1992,"4,602"
Alabama,10/31/1992,"4,552"
Alabama,11/07/1992,"4,889"
Alabama,11/14/1992,"5,010"
Alabama,11/21/1992,"5,627"
Alabama,11/28/1992,"3,158"
Alabama,12/05/1992,"6,736"
Alabama,12/12/1992,"8,154"
Alabama,12/19/1992,"4,792"
Alabama,12/26/1992,"4,285"
Alabama,01/02/1993,"9,334"
Alabama,01/09/1993,"17,291"
Alabama,01/16/1993,"19,156"
Alabama,01/23/1993,"17,093"
Alabama,01/30/1993,"12,597"
Alabama,02/06/1993,"8,345"
Alabama,02/13/1993,"6,343"
Alabama,02/20/1993,"5,102"
Alabama,02/27/1993,"7,411"
Alabama,03/06/1993,"5,034"
Alabama,03/13/1993,"4,778"
Alabama,03/20/1993,"4,590"
Alabama,03/27/1993,"7,498"
Alabama,04/03/1993,"5,756"
Alabama,04/10/1993,"8,419"
Alabama,04/17/1993,"5,270"
Alabama,04/24/1993,"5,278"
Alabama,05/01/1993,"4,359"
Alabama,05/08/1993,"5,458"
Alabama,05/15/1993,"4,666"
Alabama,05/22/1993,"5,474"
Alabama,05/29/1993,"4,425"
Alabama,06/05/1993,"5,652"
Alabama,06/12/1993,"6,661"
Alabama,06/19/1993,"7,385"
Alabama,06/26/1993,"6,365"
Alabama,07/03/1993,"6,735"
Alabama,07/10/1993,"9,904"
Alabama,07/17/1993,"15,934"
Alabama,07/24/1993,"10,982"
Alabama,07/31/1993,"8,443"
Alabama,08/07/1993,"5,692"
Alabama,08/14/1993,"4,926"
Alabama,08/21/1993,"4,440"
Alabama,08/28/1993,"4,374"
Alabama,09/04/1993,"5,212"
Alabama,09/11/1993,"3,804"
Alabama,09/18/1993,"4,203"
Alabama,09/25/1993,"3,979"
Alabama,10/02/1993,"3,968"
Alabama,10/09/1993,"5,001"
Alabama,10/16/1993,"4,623"
Alabama,10/23/1993,"4,840"
Alabama,10/30/1993,"4,975"
Alabama,11/06/1993,"5,280"
Alabama,11/13/1993,"4,662"
Alabama,11/20/1993,"5,718"
Alabama,11/27/1993,"3,710"
Alabama,12/04/1993,"10,131"
Alabama,12/11/1993,"7,810"
Alabama,12/18/1993,"5,675"
Alabama,12/25/1993,"3,379"
Alabama,01/01/1994,"12,792"
Alabama,01/08/1994,"24,636"
Alabama,01/15/1994,"23,648"
Alabama,01/22/1994,"8,695"
Alabama,01/29/1994,"7,889"
Alabama,02/05/1994,"5,897"
Alabama,02/12/1994,"5,923"
Alabama,02/19/1994,"5,374"
Alabama,02/26/1994,"4,839"
Alabama,03/05/1994,"6,013"
Alabama,03/12/1994,"5,449"
Alabama,03/19/1994,"4,643"
Alabama,03/26/1994,"5,020"
Alabama,04/02/1994,"3,903"
Alabama,04/09/1994,"7,125"
Alabama,04/16/1994,"4,423"
Alabama,04/23/1994,"4,197"
Alabama,04/30/1994,"3,701"
Alabama,05/07/1994,"4,385"
Alabama,05/14/1994,"4,542"
Alabama,05/21/1994,"4,663"
Alabama,05/28/1994,"4,461"
Alabama,06/04/1994,"4,171"
Alabama,06/11/1994,"3,933"
Alabama,06/18/1994,"4,448"
Alabama,06/25/1994,"4,209"
Alabama,07/02/1994,"3,621"
Alabama,07/09/1994,"6,698"
Alabama,07/16/1994,"18,118"
Alabama,07/23/1994,"10,690"
Alabama,07/30/1994,"5,736"
Alabama,08/06/1994,"4,750"
Alabama,08/13/1994,"4,438"
Alabama,08/20/1994,"4,078"
Alabama,08/27/1994,"3,644"
Alabama,09/03/1994,"3,797"
Alabama,09/10/1994,"3,191"
Alabama,09/17/1994,"3,569"
Alabama,09/24/1994,"3,490"
Alabama,10/01/1994,"3,533"
Alabama,10/08/1994,"4,508"
Alabama,10/15/1994,"3,957"
Alabama,10/22/1994,"4,916"
Alabama,10/29/1994,"4,156"
Alabama,11/05/1994,"3,941"
Alabama,11/12/1994,"3,288"
Alabama,11/19/1994,"4,225"
Alabama,11/26/1994,"2,808"
Alabama,12/03/1994,"5,950"
Alabama,12/10/1994,"5,672"
Alabama,12/17/1994,"4,432"
Alabama,12/24/1994,"3,960"
Alabama,12/31/1994,"8,116"
Alabama,01/07/1995,"21,321"
Alabama,01/14/1995,"22,338"
Alabama,01/21/1995,"6,397"
Alabama,01/28/1995,"6,139"
Alabama,02/04/1995,"5,307"
Alabama,02/11/1995,"4,752"
Alabama,02/18/1995,"5,903"
Alabama,02/25/1995,"4,344"
Alabama,03/04/1995,"4,276"
Alabama,03/11/1995,"5,111"
Alabama,03/18/1995,"4,135"
Alabama,03/25/1995,"4,278"
Alabama,04/01/1995,"4,037"
Alabama,04/08/1995,"6,317"
Alabama,04/15/1995,"4,158"
Alabama,04/22/1995,"4,140"
Alabama,04/29/1995,"4,166"
Alabama,05/06/1995,"4,464"
Alabama,05/13/1995,"5,183"
Alabama,05/20/1995,"4,788"
Alabama,05/27/1995,"4,752"
Alabama,06/03/1995,"4,718"
Alabama,06/10/1995,"5,239"
Alabama,06/17/1995,"5,059"
Alabama,06/24/1995,"4,179"
Alabama,07/01/1995,"4,445"
Alabama,07/08/1995,"6,512"
Alabama,07/15/1995,"20,204"
Alabama,07/22/1995,"14,927"
Alabama,07/29/1995,"6,737"
Alabama,08/05/1995,"4,787"
Alabama,08/12/1995,"5,038"
Alabama,08/19/1995,"5,415"
Alabama,08/26/1995,"5,598"
Alabama,09/02/1995,"4,746"
Alabama,09/09/1995,"4,472"
Alabama,09/16/1995,"6,918"
Alabama,09/23/1995,"4,490"
Alabama,09/30/1995,"4,384"
Alabama,10/07/1995,"7,368"
Alabama,10/14/1995,"6,541"
Alabama,10/21/1995,"8,479"
Alabama,10/28/1995,"7,876"
Alabama,11/04/1995,"8,411"
Alabama,11/11/1995,"6,522"
Alabama,11/18/1995,"6,650"
Alabama,11/25/1995,"4,507"
Alabama,12/02/1995,"12,006"
Alabama,12/09/1995,"8,165"
Alabama,12/16/1995,"5,677"
Alabama,12/23/1995,"7,237"
Alabama,12/30/1995,"10,490"
Alabama,01/06/1996,"21,067"
Alabama,01/13/1996,"23,088"
Alabama,01/20/1996,"13,219"
Alabama,01/27/1996,"7,962"
Alabama,02/03/1996,"5,719"
Alabama,02/10/1996,"6,216"
Alabama,02/17/1996,"10,094"
Alabama,02/24/1996,"8,287"
Alabama,03/02/1996,"7,930"
Alabama,03/09/1996,"6,530"
Alabama,03/16/1996,"5,225"
Alabama,03/23/1996,"6,780"
Alabama,03/30/1996,"6,680"
Alabama,04/06/1996,"9,134"
Alabama,04/13/1996,"5,709"
Alabama,04/20/1996,"6,003"
Alabama,04/27/1996,"3,610"
Alabama,05/04/1996,"5,916"
Alabama,05/11/1996,"4,505"
Alabama,05/18/1996,"4,544"
Alabama,05/25/1996,"4,552"
Alabama,06/01/1996,"5,464"
Alabama,06/08/1996,"5,607"
Alabama,06/15/1996,"5,269"
Alabama,06/22/1996,"4,702"
Alabama,06/29/1996,"4,065"
Alabama,07/06/1996,"4,190"
Alabama,07/13/1996,"16,497"
Alabama,07/20/1996,"11,280"
Alabama,07/27/1996,"5,698"
Alabama,08/03/1996,"4,614"
Alabama,08/10/1996,"5,864"
Alabama,08/17/1996,"5,384"
Alabama,08/24/1996,"4,413"
Alabama,08/31/1996,"4,662"
Alabama,09/07/1996,"4,012"
Alabama,09/14/1996,"3,984"
Alabama,09/21/1996,"3,581"
Alabama,09/28/1996,"4,068"
Alabama,10/05/1996,"4,565"
Alabama,10/12/1996,"5,589"
Alabama,10/19/1996,"4,270"
Alabama,10/26/1996,"4,152"
Alabama,11/02/1996,"3,839"
Alabama,11/09/1996,"4,435"
Alabama,11/16/1996,"5,293"
Alabama,11/23/1996,"4,792"
Alabama,11/30/1996,"4,726"
Alabama,12/07/1996,"8,979"
Alabama,12/14/1996,"6,863"
Alabama,12/21/1996,"5,319"
Alabama,12/28/1996,"6,718"
Alabama,01/04/1997,"16,768"
Alabama,01/11/1997,"23,800"
Alabama,01/18/1997,"15,620"
Alabama,01/25/1997,"8,972"
Alabama,02/01/1997,"6,561"
Alabama,02/08/1997,"5,789"
Alabama,02/15/1997,"5,331"
Alabama,02/22/1997,"5,091"
Alabama,03/01/1997,"4,849"
Alabama,03/08/1997,"5,240"
Alabama,03/15/1997,"4,498"
Alabama,03/22/1997,"3,691"
Alabama,03/29/1997,"3,698"
Alabama,04/05/1997,"4,685"
Alabama,04/12/1997,"7,251"
Alabama,04/19/1997,"4,270"
Alabama,04/26/1997,"4,038"
Alabama,05/03/1997,"3,936"
Alabama,05/10/1997,"4,947"
Alabama,05/17/1997,"4,094"
Alabama,05/24/1997,"4,983"
Alabama,05/31/1997,"4,551"
Alabama,06/07/1997,"6,007"
Alabama,06/14/1997,"5,613"
Alabama,06/21/1997,"4,802"
Alabama,06/28/1997,"4,328"
Alabama,07/05/1997,"5,100"
Alabama,07/12/1997,"14,334"
Alabama,07/19/1997,"11,675"
Alabama,07/26/1997,"5,630"
Alabama,08/02/1997,"5,903"
Alabama,08/09/1997,"4,578"
Alabama,08/16/1997,"4,540"
Alabama,08/23/1997,"4,370"
Alabama,08/30/1997,"4,012"
Alabama,09/06/1997,"4,144"
Alabama,09/13/1997,"4,210"
Alabama,09/20/1997,"4,097"
Alabama,09/27/1997,"3,862"
Alabama,10/04/1997,"5,496"
Alabama,10/11/1997,"4,571"
Alabama,10/18/1997,"4,945"
Alabama,10/25/1997,"4,123"
Alabama,11/01/1997,"4,157"
Alabama,11/08/1997,"4,724"
Alabama,11/15/1997,"5,531"
Alabama,11/22/1997,"4,487"
Alabama,11/29/1997,"2,861"
Alabama,12/06/1997,"7,796"
Alabama,12/13/1997,"6,227"
Alabama,12/20/1997,"5,583"
Alabama,12/27/1997,"5,372"
Alabama,01/03/1998,"11,770"
Alabama,01/10/1998,"23,422"
Alabama,01/17/1998,"21,850"
Alabama,01/24/1998,"11,289"
Alabama,01/31/1998,"5,577"
Alabama,02/07/1998,"5,807"
Alabama,02/14/1998,"5,861"
Alabama,02/21/1998,"4,133"
Alabama,02/28/1998,"4,766"
Alabama,03/07/1998,"4,572"
Alabama,03/14/1998,"4,094"
Alabama,03/21/1998,"4,924"
Alabama,03/28/1998,"4,539"
Alabama,04/04/1998,"4,772"
Alabama,04/11/1998,"7,022"
Alabama,04/18/1998,"4,377"
Alabama,04/25/1998,"4,794"
Alabama,05/02/1998,"3,851"
Alabama,05/09/1998,"5,583"
Alabama,05/16/1998,"4,646"
Alabama,05/23/1998,"4,667"
Alabama,05/30/1998,"4,268"
Alabama,06/06/1998,"4,643"
Alabama,06/13/1998,"5,357"
Alabama,06/20/1998,"4,811"
Alabama,06/27/1998,"4,482"
Alabama,07/04/1998,"5,522"
Alabama,07/11/1998,"12,803"
Alabama,07/18/1998,"13,344"
Alabama,07/25/1998,"7,300"
Alabama,08/01/1998,"5,604"
Alabama,08/08/1998,"4,259"
Alabama,08/15/1998,"4,332"
Alabama,08/22/1998,"3,824"
Alabama,08/29/1998,"3,914"
Alabama,09/05/1998,"3,895"
Alabama,09/12/1998,"3,374"
Alabama,09/19/1998,"4,277"
Alabama,09/26/1998,"4,470"
Alabama,10/03/1998,"5,221"
Alabama,10/10/1998,"8,587"
Alabama,10/17/1998,"5,358"
Alabama,10/24/1998,"4,417"
Alabama,10/31/1998,"5,028"
Alabama,11/07/1998,"7,129"
Alabama,11/14/1998,"4,953"
Alabama,11/21/1998,"6,221"
Alabama,11/28/1998,"3,985"
Alabama,12/05/1998,"9,253"
Alabama,12/12/1998,"7,204"
Alabama,12/19/1998,"5,539"
Alabama,12/26/1998,"3,128"
Alabama,01/02/1999,"9,899"
Alabama,01/09/1999,"24,811"
Alabama,01/16/1999,"17,136"
Alabama,01/23/1999,"9,529"
Alabama,01/30/1999,"5,806"
Alabama,02/06/1999,"5,182"
Alabama,02/13/1999,"5,292"
Alabama,02/20/1999,"4,142"
Alabama,02/27/1999,"4,992"
Alabama,03/06/1999,"3,848"
Alabama,03/13/1999,"4,303"
Alabama,03/20/1999,"3,890"
Alabama,03/27/1999,"4,421"
Alabama,04/03/1999,"3,829"
Alabama,04/10/1999,"6,316"
Alabama,04/17/1999,"5,189"
Alabama,04/24/1999,"3,898"
Alabama,05/01/1999,"4,012"
Alabama,05/08/1999,"4,611"
Alabama,05/15/1999,"4,355"
Alabama,05/22/1999,"4,697"
Alabama,05/29/1999,"4,851"
Alabama,06/05/1999,"4,762"
Alabama,06/12/1999,"4,034"
Alabama,06/19/1999,"4,912"
Alabama,06/26/1999,"3,680"
Alabama,07/03/1999,"4,059"
Alabama,07/10/1999,"6,439"
Alabama,07/17/1999,"13,757"
Alabama,07/24/1999,"8,287"
Alabama,07/31/1999,"5,068"
Alabama,08/07/1999,"4,470"
Alabama,08/14/1999,"4,393"
Alabama,08/21/1999,"4,282"
Alabama,08/28/1999,"3,807"
Alabama,09/04/1999,"4,233"
Alabama,09/11/1999,"3,909"
Alabama,09/18/1999,"3,888"
Alabama,09/25/1999,"3,348"
Alabama,10/02/1999,"3,465"
Alabama,10/09/1999,"4,661"
Alabama,10/16/1999,"4,581"
Alabama,10/23/1999,"4,190"
Alabama,10/30/1999,"3,690"
Alabama,11/06/1999,"5,453"
Alabama,11/13/1999,"3,717"
Alabama,11/20/1999,"4,491"
Alabama,11/27/1999,"3,381"
Alabama,12/04/1999,"8,394"
Alabama,12/11/1999,"6,209"
Alabama,12/18/1999,"4,475"
Alabama,12/25/1999,"3,627"
Alabama,01/01/2000,"10,099"
Alabama,01/08/2000,"17,354"
Alabama,01/15/2000,"16,782"
Alabama,01/22/2000,"10,138"
Alabama,01/29/2000,"4,761"
Alabama,02/05/2000,"5,868"
Alabama,02/12/2000,"5,768"
Alabama,02/19/2000,"4,598"
Alabama,02/26/2000,"4,441"
Alabama,03/04/2000,"4,197"
Alabama,03/11/2000,"3,585"
Alabama,03/18/2000,"3,788"
Alabama,03/25/2000,"3,810"
Alabama,04/01/2000,"3,652"
Alabama,04/08/2000,"6,473"
Alabama,04/15/2000,"3,927"
Alabama,04/22/2000,"4,054"
Alabama,04/29/2000,"3,384"
Alabama,05/06/2000,"4,550"
Alabama,05/13/2000,"3,654"
Alabama,05/20/2000,"4,251"
Alabama,05/27/2000,"4,895"
Alabama,06/03/2000,"4,838"
Alabama,06/10/2000,"3,989"
Alabama,06/17/2000,"4,469"
Alabama,06/24/2000,"4,477"
Alabama,07/01/2000,"3,866"
Alabama,07/08/2000,"4,702"
Alabama,07/15/2000,"12,321"
Alabama,07/22/2000,"8,843"
Alabama,07/29/2000,"6,841"
Alabama,08/05/2000,"6,072"
Alabama,08/12/2000,"4,775"
Alabama,08/19/2000,"4,889"
Alabama,08/26/2000,"4,979"
Alabama,09/02/2000,"4,590"
Alabama,09/09/2000,"4,976"
Alabama,09/16/2000,"5,119"
Alabama,09/23/2000,"4,294"
Alabama,09/30/2000,"4,683"
Alabama,10/07/2000,"6,052"
Alabama,10/14/2000,"5,363"
Alabama,10/21/2000,"5,654"
Alabama,10/28/2000,"5,205"
Alabama,11/04/2000,"5,926"
Alabama,11/11/2000,"4,823"
Alabama,11/18/2000,"8,487"
Alabama,11/25/2000,"4,284"
Alabama,12/02/2000,"8,903"
Alabama,12/09/2000,"7,418"
Alabama,12/16/2000,"5,477"
Alabama,12/23/2000,"6,788"
Alabama,12/30/2000,"9,483"
Alabama,01/06/2001,"13,752"
Alabama,01/13/2001,"17,570"
Alabama,01/20/2001,"15,076"
Alabama,01/27/2001,"8,331"
Alabama,02/03/2001,"8,056"
Alabama,02/10/2001,"6,895"
Alabama,02/17/2001,"5,217"
Alabama,02/24/2001,"7,079"
Alabama,03/03/2001,"5,787"
Alabama,03/10/2001,"7,928"
Alabama,03/17/2001,"5,426"
Alabama,03/24/2001,"4,626"
Alabama,03/31/2001,"5,367"
Alabama,04/07/2001,"10,372"
Alabama,04/14/2001,"5,378"
Alabama,04/21/2001,"4,613"
Alabama,04/28/2001,"7,207"
Alabama,05/05/2001,"6,024"
Alabama,05/12/2001,"5,626"
Alabama,05/19/2001,"5,096"
Alabama,05/26/2001,"5,703"
Alabama,06/02/2001,"6,851"
Alabama,06/09/2001,"7,438"
Alabama,06/16/2001,"7,925"
Alabama,06/23/2001,"6,391"
Alabama,06/30/2001,"5,503"
Alabama,07/07/2001,"5,141"
Alabama,07/14/2001,"16,652"
Alabama,07/21/2001,"9,058"
Alabama,07/28/2001,"7,107"
Alabama,08/04/2001,"5,751"
Alabama,08/11/2001,"4,698"
Alabama,08/18/2001,"5,679"
Alabama,08/25/2001,"5,522"
Alabama,09/01/2001,"4,320"
Alabama,09/08/2001,"4,944"
Alabama,09/15/2001,"7,328"
Alabama,09/22/2001,"5,766"
Alabama,09/29/2001,"5,257"
Alabama,10/06/2001,"6,729"
Alabama,10/13/2001,"7,139"
Alabama,10/20/2001,"5,800"
Alabama,10/27/2001,"6,529"
Alabama,11/03/2001,"8,538"
Alabama,11/10/2001,"6,021"
