State,Filed week ended,Initial Claims
Maine,03/08/1997,"1,378"
Maine,03/15/1997,"1,564"
Maine,03/22/1997,"1,677"
Maine,03/29/1997,"1,586"
Maine,04/05/1997,"1,882"
Maine,04/12/1997,"2,002"
Maine,04/19/1997,"1,802"
Maine,04/26/1997,"1,283"
Maine,05/03/1997,"1,616"
Maine,05/10/1997,"1,402"
Maine,05/17/1997,"1,279"
Maine,05/24/1997,"1,257"
Maine,05/31/1997,"1,274"
Maine,06/07/1997,"1,152"
Maine,06/14/1997,"1,379"
Maine,06/21/1997,"1,267"
Maine,06/28/1997,"1,090"
Maine,07/05/1997,957
Maine,07/12/1997,"1,190"
Maine,07/19/1997,"1,143"
Maine,07/26/1997,"1,263"
Maine,08/02/1997,"1,253"
Maine,08/09/1997,"1,056"
Maine,08/16/1997,899
Maine,08/23/1997,935
Maine,08/30/1997,991
Maine,09/06/1997,805
Maine,09/13/1997,"1,023"
Maine,09/20/1997,942
Maine,09/27/1997,864
Maine,10/04/1997,"1,070"
Maine,10/11/1997,"1,005"
Maine,10/18/1997,"1,095"
Maine,10/25/1997,"1,455"
Maine,11/01/1997,"1,865"
Maine,11/08/1997,"1,551"
Maine,11/15/1997,"1,548"
Maine,11/22/1997,"1,776"
Maine,11/29/1997,"1,786"
Maine,12/06/1997,"2,233"
Maine,12/13/1997,"2,070"
Maine,12/20/1997,"2,005"
Maine,12/27/1997,"1,988"
Maine,01/03/1998,"2,295"
Maine,01/10/1998,"2,567"
Maine,01/17/1998,"2,306"
Maine,01/24/1998,"4,585"
Maine,01/31/1998,"3,306"
Maine,02/07/1998,"1,934"
Maine,02/14/1998,"1,915"
Maine,02/21/1998,"1,563"
Maine,02/28/1998,"1,699"
Maine,03/07/1998,"1,436"
Maine,03/14/1998,"1,430"
Maine,03/21/1998,"1,240"
Maine,03/28/1998,"1,414"
Maine,04/04/1998,"1,614"
Maine,04/11/1998,"1,403"
Maine,04/18/1998,"1,171"
Maine,04/25/1998,"1,005"
Maine,05/02/1998,"1,066"
Maine,05/09/1998,"1,075"
Maine,05/16/1998,"1,060"
Maine,05/23/1998,"1,211"
Maine,05/30/1998,"1,074"
Maine,06/06/1998,863
Maine,06/13/1998,929
Maine,06/20/1998,"1,092"
Maine,06/27/1998,"1,293"
Maine,07/04/1998,"1,225"
Maine,07/11/1998,"1,068"
Maine,07/18/1998,"1,368"
Maine,07/25/1998,"1,306"
Maine,08/01/1998,"1,213"
Maine,08/08/1998,"1,302"
Maine,08/15/1998,952
Maine,08/22/1998,949
Maine,08/29/1998,878
Maine,09/05/1998,977
Maine,09/12/1998,725
Maine,09/19/1998,"1,027"
Maine,09/26/1998,797
Maine,10/03/1998,908
Maine,10/10/1998,"1,008"
Maine,10/17/1998,987
Maine,10/24/1998,"1,346"
Maine,10/31/1998,"1,752"
Maine,11/07/1998,"1,485"
Maine,11/14/1998,"1,305"
Maine,11/21/1998,"1,645"
Maine,11/28/1998,"1,617"
Maine,12/05/1998,"2,025"
Maine,12/12/1998,"2,429"
Maine,12/19/1998,"2,480"
Maine,12/26/1998,"3,009"
Maine,01/02/1999,"2,917"
Maine,01/09/1999,"2,886"
Maine,01/16/1999,"3,127"
Maine,01/23/1999,"2,291"
Maine,01/30/1999,"2,790"
Maine,02/06/1999,"1,765"
Maine,02/13/1999,"2,037"
Maine,02/20/1999,"1,630"
Maine,02/27/1999,"1,867"
Maine,03/06/1999,"1,404"
Maine,03/13/1999,"1,433"
Maine,03/20/1999,"1,324"
Maine,03/27/1999,"1,533"
Maine,04/03/1999,"1,757"
Maine,04/10/1999,"1,626"
Maine,04/17/1999,"1,489"
Maine,04/24/1999,"1,263"
Maine,05/01/1999,"1,546"
Maine,05/08/1999,"1,084"
Maine,05/15/1999,"1,186"
Maine,05/22/1999,"1,097"
Maine,05/29/1999,"1,103"
Maine,06/05/1999,"1,028"
Maine,06/12/1999,"1,020"
Maine,06/19/1999,"1,007"
Maine,06/26/1999,"1,106"
Maine,07/03/1999,"1,088"
Maine,07/10/1999,"1,201"
Maine,07/17/1999,"1,006"
Maine,07/24/1999,"1,230"
Maine,07/31/1999,"1,143"
Maine,08/07/1999,868
Maine,08/14/1999,944
Maine,08/21/1999,844
Maine,08/28/1999,841
Maine,09/04/1999,843
Maine,09/11/1999,727
Maine,09/18/1999,811
Maine,09/25/1999,776
Maine,10/02/1999,816
Maine,10/09/1999,"1,029"
Maine,10/16/1999,950
Maine,10/23/1999,"1,181"
Maine,10/30/1999,"1,399"
Maine,11/06/1999,"1,433"
Maine,11/13/1999,"1,348"
Maine,11/20/1999,"1,742"
Maine,11/27/1999,"1,208"
Maine,12/04/1999,"1,764"
Maine,12/11/1999,"1,864"
Maine,12/18/1999,"1,793"
Maine,12/25/1999,"1,952"
Maine,01/01/2000,"2,264"
Maine,01/08/2000,"2,410"
Maine,01/15/2000,"2,638"
Maine,01/22/2000,"2,013"
Maine,01/29/2000,"1,650"
Maine,02/05/2000,"1,561"
Maine,02/12/2000,"1,394"
Maine,02/19/2000,"1,177"
Maine,02/26/2000,"1,291"
Maine,03/04/2000,"1,174"
Maine,03/11/2000,"1,181"
Maine,03/18/2000,"1,233"
Maine,03/25/2000,"1,595"
Maine,04/01/2000,"1,551"
Maine,04/08/2000,"1,225"
Maine,04/15/2000,"1,176"
Maine,04/22/2000,"1,234"
Maine,04/29/2000,"1,280"
Maine,05/06/2000,904
Maine,05/13/2000,901
Maine,05/20/2000,898
Maine,05/27/2000,996
Maine,06/03/2000,829
Maine,06/10/2000,"1,002"
Maine,06/17/2000,910
Maine,06/24/2000,"1,020"
Maine,07/01/2000,"1,113"
Maine,07/08/2000,831
Maine,07/15/2000,"1,159"
Maine,07/22/2000,"1,054"
Maine,07/29/2000,"1,014"
Maine,08/05/2000,"1,151"
Maine,08/12/2000,"1,065"
Maine,08/19/2000,"1,301"
Maine,08/26/2000,816
Maine,09/02/2000,"1,258"
Maine,09/09/2000,"1,775"
Maine,09/16/2000,"1,415"
Maine,09/23/2000,902
Maine,09/30/2000,889
Maine,10/07/2000,984
Maine,10/14/2000,987
Maine,10/21/2000,"1,175"
Maine,10/28/2000,"1,300"
Maine,11/04/2000,"1,577"
Maine,11/11/2000,"1,663"
Maine,11/18/2000,"1,457"
Maine,11/25/2000,"1,318"
Maine,12/02/2000,"1,704"
Maine,12/09/2000,"2,120"
Maine,12/16/2000,"1,970"
Maine,12/23/2000,"1,985"
Maine,12/30/2000,"2,549"
Maine,01/06/2001,"1,933"
Maine,01/13/2001,"2,875"
Maine,01/20/2001,"1,934"
Maine,01/27/2001,"1,895"
Maine,02/03/2001,"1,678"
Maine,02/10/2001,"1,612"
Maine,02/17/2001,"1,460"
Maine,02/24/2001,"1,255"
Maine,03/03/2001,"1,396"
Maine,03/10/2001,"1,138"
Maine,03/17/2001,"1,396"
Maine,03/24/2001,"1,411"
Maine,03/31/2001,"1,712"
Maine,04/07/2001,"1,469"
Maine,04/14/2001,"1,689"
Maine,04/21/2001,"1,417"
Maine,04/28/2001,"1,537"
Maine,05/05/2001,"1,280"
Maine,05/12/2001,"1,272"
Maine,05/19/2001,"1,290"
Maine,05/26/2001,"1,230"
Maine,06/02/2001,"1,163"
Maine,06/09/2001,"1,567"
Maine,06/16/2001,"1,126"
Maine,06/23/2001,"1,125"
Maine,06/30/2001,"1,568"
Maine,07/07/2001,"1,048"
Maine,07/14/2001,"1,622"
Maine,07/21/2001,"1,253"
Maine,07/28/2001,"1,335"
Maine,08/04/2001,"1,235"
Maine,08/11/2001,993
Maine,08/18/2001,"1,055"
Maine,08/25/2001,999
Maine,09/01/2001,"1,156"
Maine,09/08/2001,753
Maine,09/15/2001,924
Maine,09/22/2001,"1,202"
Maine,09/29/2001,"1,245"
Maine,10/06/2001,"1,191"
Maine,10/13/2001,"1,197"
Maine,10/20/2001,"1,612"
Maine,10/27/2001,"1,681"
Maine,11/03/2001,"1,762"
Maine,11/10/2001,"1,823"
Maine,11/17/2001,"1,625"
Maine,11/24/2001,"1,744"
Maine,12/01/2001,"2,777"
Maine,12/08/2001,"2,192"
Maine,12/15/2001,"2,276"
Maine,12/22/2001,"2,146"
Maine,12/29/2001,"2,114"
Maine,01/05/2002,"2,754"
Maine,01/12/2002,"3,392"
Maine,01/19/2002,"2,735"
Maine,01/26/2002,"1,693"
Maine,02/02/2002,"1,532"
Maine,02/09/2002,"1,717"
Maine,02/16/2002,"1,553"
Maine,02/23/2002,"1,449"
Maine,03/02/2002,"1,610"
Maine,03/09/2002,"1,606"
Maine,03/16/2002,"1,613"
Maine,03/23/2002,"1,388"
Maine,03/30/2002,"1,921"
Maine,04/06/2002,"1,991"
Maine,04/13/2002,"1,416"
Maine,04/20/2002,"1,502"
Maine,04/27/2002,"1,755"
Maine,05/04/2002,"1,469"
Maine,05/11/2002,"1,338"
Maine,05/18/2002,"1,361"
Maine,05/25/2002,"1,428"
Maine,06/01/2002,"1,215"
Maine,06/08/2002,993
Maine,06/15/2002,"1,067"
Maine,06/22/2002,"1,293"
Maine,06/29/2002,"1,305"
Maine,07/06/2002,909
Maine,07/13/2002,"1,163"
Maine,07/20/2002,"1,200"
Maine,07/27/2002,"1,170"
Maine,08/03/2002,"1,062"
Maine,08/10/2002,901
Maine,08/17/2002,952
Maine,08/24/2002,934
Maine,08/31/2002,"1,095"
Maine,09/07/2002,756
Maine,09/14/2002,"1,051"
Maine,09/21/2002,"1,041"
Maine,09/28/2002,892
Maine,10/05/2002,850
Maine,10/12/2002,"1,377"
Maine,10/19/2002,"1,158"
Maine,10/26/2002,"1,801"
Maine,11/02/2002,"1,689"
Maine,11/09/2002,"1,910"
Maine,11/16/2002,"1,673"
Maine,11/23/2002,"1,870"
Maine,11/30/2002,"1,664"
Maine,12/07/2002,"2,104"
Maine,12/14/2002,"2,286"
Maine,12/21/2002,"2,036"
Maine,12/28/2002,"1,520"
Maine,01/04/2003,"2,284"
Maine,01/11/2003,"2,958"
Maine,01/18/2003,"2,702"
Maine,01/25/2003,"2,369"
Maine,02/01/2003,"2,565"
Maine,02/08/2003,"1,552"
Maine,02/15/2003,"1,670"
Maine,02/22/2003,"1,416"
Maine,03/01/2003,"1,720"
Maine,03/08/2003,"1,128"
Maine,03/15/2003,"1,404"
Maine,03/22/2003,"1,282"
Maine,03/29/2003,"1,515"
Maine,04/05/2003,"1,832"
Maine,04/12/2003,"1,456"
Maine,04/19/2003,"1,329"
Maine,04/26/2003,"1,176"
Maine,05/03/2003,"1,516"
Maine,05/10/2003,"1,203"
Maine,05/17/2003,"1,189"
Maine,05/24/2003,"1,029"
Maine,05/31/2003,"1,207"
Maine,06/07/2003,"1,040"
Maine,06/14/2003,"1,121"
Maine,06/21/2003,"1,386"
Maine,06/28/2003,"1,165"
Maine,07/05/2003,"1,204"
Maine,07/12/2003,"1,117"
Maine,07/19/2003,"1,204"
Maine,07/26/2003,"1,043"
Maine,08/02/2003,952
Maine,08/09/2003,"1,013"
Maine,08/16/2003,907
Maine,08/23/2003,888
Maine,08/30/2003,877
Maine,09/06/2003,883
Maine,09/13/2003,958
Maine,09/20/2003,942
Maine,09/27/2003,890
Maine,10/04/2003,"1,037"
Maine,10/11/2003,"1,170"
Maine,10/18/2003,"1,028"
Maine,10/25/2003,"1,413"
Maine,11/01/2003,"1,764"
Maine,11/08/2003,"1,426"
Maine,11/15/2003,"1,409"
Maine,11/22/2003,"1,633"
Maine,11/29/2003,"1,543"
Maine,12/06/2003,"1,807"
Maine,12/13/2003,"2,258"
Maine,12/20/2003,"1,878"
Maine,12/27/2003,"1,885"
Maine,01/03/2004,"1,693"
Maine,01/10/2004,"3,014"
Maine,01/17/2004,"2,557"
Maine,01/24/2004,"2,009"
Maine,01/31/2004,"2,935"
Maine,02/07/2004,"1,524"
Maine,02/14/2004,"1,370"
Maine,02/21/2004,"1,281"
Maine,02/28/2004,"1,687"
Maine,03/06/2004,"1,074"
Maine,03/13/2004,"1,237"
Maine,03/20/2004,"1,333"
Maine,03/27/2004,"1,171"
Maine,04/03/2004,"1,701"
Maine,04/10/2004,"1,487"
Maine,04/17/2004,"1,216"
Maine,04/24/2004,"1,175"
Maine,05/01/2004,"1,439"
Maine,05/08/2004,778
Maine,05/15/2004,"1,058"
Maine,05/22/2004,"1,031"
Maine,05/29/2004,"1,026"
Maine,06/05/2004,"1,040"
Maine,06/12/2004,"1,022"
Maine,06/19/2004,"1,046"
Maine,06/26/2004,"1,038"
Maine,07/03/2004,"1,006"
Maine,07/10/2004,943
Maine,07/17/2004,"1,179"
Maine,07/24/2004,"1,036"
Maine,07/31/2004,"1,020"
Maine,08/07/2004,793
Maine,08/14/2004,862
Maine,08/21/2004,852
Maine,08/28/2004,768
Maine,09/04/2004,885
Maine,09/11/2004,742
Maine,09/18/2004,884
Maine,09/25/2004,791
Maine,10/02/2004,894
Maine,10/09/2004,"1,033"
Maine,10/16/2004,903
Maine,10/23/2004,"1,258"
Maine,10/30/2004,"1,491"
Maine,11/06/2004,"1,640"
Maine,11/13/2004,"1,371"
Maine,11/20/2004,"1,825"
Maine,11/27/2004,"1,686"
Maine,12/04/2004,"2,101"
Maine,12/11/2004,"2,319"
Maine,12/18/2004,"2,129"
Maine,12/25/2004,"2,104"
Maine,01/01/2005,"2,045"
Maine,01/08/2005,"3,213"
Maine,01/15/2005,"2,669"
Maine,01/22/2005,"1,752"
Maine,01/29/2005,"1,865"
Maine,02/05/2005,"1,629"
Maine,02/12/2005,"1,351"
Maine,02/19/2005,"1,348"
Maine,02/26/2005,"1,141"
Maine,03/05/2005,"1,315"
Maine,03/12/2005,"1,173"
Maine,03/19/2005,"1,338"
Maine,03/26/2005,"1,196"
Maine,04/02/2005,"1,399"
Maine,04/09/2005,"1,606"
Maine,04/16/2005,"1,281"
Maine,04/23/2005,"1,289"
Maine,04/30/2005,"1,458"
Maine,05/07/2005,"1,040"
Maine,05/14/2005,"1,053"
Maine,05/21/2005,"1,012"
Maine,05/28/2005,"1,073"
Maine,06/04/2005,797
Maine,06/11/2005,"1,006"
Maine,06/18/2005,951
Maine,06/25/2005,"1,017"
Maine,07/02/2005,"1,008"
Maine,07/09/2005,869
Maine,07/16/2005,"1,186"
Maine,07/23/2005,"1,017"
Maine,07/30/2005,"1,203"
Maine,08/06/2005,781
Maine,08/13/2005,846
Maine,08/20/2005,784
Maine,08/27/2005,802
Maine,09/03/2005,906
Maine,09/10/2005,745
Maine,09/17/2005,881
Maine,09/24/2005,809
Maine,10/01/2005,999
Maine,10/08/2005,743
Maine,10/15/2005,991
Maine,10/22/2005,"1,206"
Maine,10/29/2005,"1,268"
Maine,11/05/2005,"1,490"
Maine,11/12/2005,"1,407"
Maine,11/19/2005,"1,356"
Maine,11/26/2005,"1,341"
Maine,12/03/2005,"1,919"
Maine,12/10/2005,"2,101"
Maine,12/17/2005,"1,833"
Maine,12/24/2005,"1,768"
Maine,12/31/2005,"1,930"
Maine,01/07/2006,"2,427"
Maine,01/14/2006,"2,395"
Maine,01/21/2006,"1,617"
Maine,01/28/2006,"1,628"
Maine,02/04/2006,"1,545"
Maine,02/11/2006,"1,418"
Maine,02/18/2006,"1,178"
Maine,02/25/2006,"1,088"
Maine,03/04/2006,"1,557"
Maine,03/11/2006,"1,217"
Maine,03/18/2006,"1,201"
Maine,03/25/2006,"1,051"
Maine,04/01/2006,"1,390"
Maine,04/08/2006,"1,136"
Maine,04/15/2006,"1,117"
Maine,04/22/2006,"1,137"
Maine,04/29/2006,"1,123"
Maine,05/06/2006,"1,132"
Maine,05/13/2006,977
Maine,05/20/2006,"1,158"
Maine,05/27/2006,999
Maine,06/03/2006,969
Maine,06/10/2006,"1,117"
Maine,06/17/2006,"1,031"
Maine,06/24/2006,"1,078"
Maine,07/01/2006,"1,205"
Maine,07/08/2006,685
Maine,07/15/2006,"1,228"
Maine,07/22/2006,924
Maine,07/29/2006,891
Maine,08/05/2006,873
Maine,08/12/2006,906
Maine,08/19/2006,942
Maine,08/26/2006,844
Maine,09/02/2006,913
Maine,09/09/2006,879
Maine,09/16/2006,826
Maine,09/23/2006,779
Maine,09/30/2006,937
Maine,10/07/2006,900
Maine,10/14/2006,902
Maine,10/21/2006,"1,193"
Maine,10/28/2006,"1,272"
Maine,11/04/2006,"1,496"
Maine,11/11/2006,"1,549"
Maine,11/18/2006,"1,879"
Maine,11/25/2006,"1,451"
Maine,12/02/2006,"1,786"
Maine,12/09/2006,"2,197"
Maine,12/16/2006,"1,960"
Maine,12/23/2006,"1,788"
Maine,12/30/2006,"1,809"
Maine,01/06/2007,"2,764"
Maine,01/13/2007,"2,622"
Maine,01/20/2007,"1,860"
Maine,01/27/2007,"1,850"
Maine,02/03/2007,"1,787"
Maine,02/10/2007,"1,416"
Maine,02/17/2007,"1,323"
Maine,02/24/2007,"1,340"
Maine,03/03/2007,"1,340"
Maine,03/10/2007,"1,272"
Maine,03/17/2007,"1,179"
Maine,03/24/2007,"1,237"
Maine,03/31/2007,"1,525"
Maine,04/07/2007,"1,636"
Maine,04/14/2007,"1,318"
Maine,04/21/2007,"1,252"
Maine,04/28/2007,"1,277"
Maine,05/05/2007,"1,079"
Maine,05/12/2007,960
Maine,05/19/2007,"1,081"
Maine,05/26/2007,990
Maine,06/02/2007,"1,036"
Maine,06/09/2007,"1,149"
Maine,06/16/2007,"1,014"
Maine,06/23/2007,"1,066"
Maine,06/30/2007,"1,065"
Maine,07/07/2007,994
Maine,07/14/2007,"1,164"
Maine,07/21/2007,915
Maine,07/28/2007,854
Maine,08/04/2007,780
Maine,08/11/2007,888
Maine,08/18/2007,737
Maine,08/25/2007,785
Maine,09/01/2007,895
Maine,09/08/2007,558
Maine,09/15/2007,846
Maine,09/22/2007,833
Maine,09/29/2007,764
Maine,10/06/2007,939
Maine,10/13/2007,847
Maine,10/20/2007,"1,065"
Maine,10/27/2007,"1,099"
Maine,11/03/2007,"1,292"
Maine,11/10/2007,"1,403"
Maine,11/17/2007,"1,490"
Maine,11/24/2007,"1,454"
Maine,12/01/2007,"2,424"
Maine,12/08/2007,"1,770"
Maine,12/15/2007,"2,160"
Maine,12/22/2007,"1,956"
Maine,12/29/2007,"1,674"
Maine,01/05/2008,"2,820"
Maine,01/12/2008,"2,791"
Maine,01/19/2008,"2,041"
Maine,01/26/2008,"1,541"
Maine,02/02/2008,"1,587"
Maine,02/09/2008,"1,545"
Maine,02/16/2008,"1,212"
Maine,02/23/2008,"1,408"
Maine,03/01/2008,"1,808"
Maine,03/08/2008,"1,171"
Maine,03/15/2008,"1,319"
Maine,03/22/2008,"1,236"
Maine,03/29/2008,"1,253"
Maine,04/05/2008,"1,505"
Maine,04/12/2008,"1,464"
Maine,04/19/2008,"1,396"
Maine,04/26/2008,"1,220"
Maine,05/03/2008,"1,432"
Maine,05/10/2008,"1,045"
Maine,05/17/2008,"1,017"
Maine,05/24/2008,"1,057"
Maine,05/31/2008,836
Maine,06/07/2008,"1,119"
Maine,06/14/2008,"1,006"
Maine,06/21/2008,"1,162"
Maine,06/28/2008,"1,226"
Maine,07/05/2008,"1,254"
Maine,07/12/2008,"1,132"
Maine,07/19/2008,"1,137"
Maine,07/26/2008,"1,247"
Maine,08/02/2008,"1,157"
Maine,08/09/2008,"1,159"
Maine,08/16/2008,"1,112"
Maine,08/23/2008,"1,092"
Maine,08/30/2008,"1,106"
Maine,09/06/2008,"1,000"
Maine,09/13/2008,"1,214"
Maine,09/20/2008,"1,106"
Maine,09/27/2008,"1,029"
Maine,10/04/2008,"1,284"
Maine,10/11/2008,"1,275"
Maine,10/18/2008,"1,372"
Maine,10/25/2008,"1,685"
Maine,11/01/2008,"2,188"
Maine,11/08/2008,"1,832"
Maine,11/15/2008,"2,066"
Maine,11/22/2008,"2,607"
Maine,11/29/2008,"2,309"
Maine,12/06/2008,"2,918"
Maine,12/13/2008,"3,625"
Maine,12/20/2008,"2,623"
Maine,12/27/2008,"2,646"
Maine,01/03/2009,"3,617"
Maine,01/10/2009,"5,634"
Maine,01/17/2009,"3,475"
Maine,01/24/2009,"2,650"
Maine,01/31/2009,"2,799"
Maine,02/07/2009,"2,626"
Maine,02/14/2009,"2,485"
Maine,02/21/2009,"1,934"
Maine,02/28/2009,"2,462"
Maine,03/07/2009,"2,446"
Maine,03/14/2009,"2,668"
Maine,03/21/2009,"2,794"
Maine,03/28/2009,"2,755"
Maine,04/04/2009,"2,871"
Maine,04/11/2009,"2,581"
Maine,04/18/2009,"2,092"
Maine,04/25/2009,"1,708"
Maine,05/02/2009,"2,491"
Maine,05/09/2009,"2,073"
Maine,05/16/2009,"1,869"
Maine,05/23/2009,"1,719"
Maine,05/30/2009,"1,503"
Maine,06/06/2009,"1,732"
Maine,06/13/2009,"1,786"
Maine,06/20/2009,"1,749"
Maine,06/27/2009,"2,123"
Maine,07/04/2009,"1,920"
Maine,07/11/2009,"1,732"
Maine,07/18/2009,"1,719"
Maine,07/25/2009,"1,496"
Maine,08/01/2009,"1,496"
Maine,08/08/2009,"1,476"
Maine,08/15/2009,"1,453"
Maine,08/22/2009,"1,323"
Maine,08/29/2009,"1,481"
Maine,09/05/2009,"1,623"
Maine,09/12/2009,"1,245"
Maine,09/19/2009,"1,475"
Maine,09/26/2009,"1,417"
Maine,10/03/2009,"1,650"
Maine,10/10/2009,"1,510"
Maine,10/17/2009,"1,345"
Maine,10/24/2009,"1,878"
Maine,10/31/2009,"2,063"
Maine,11/07/2009,"2,513"
Maine,11/14/2009,"2,492"
Maine,11/21/2009,"2,560"
Maine,11/28/2009,"2,024"
Maine,12/05/2009,"2,545"
Maine,12/12/2009,"3,273"
Maine,12/19/2009,"3,259"
Maine,12/26/2009,"2,696"
Maine,01/02/2010,"2,922"
Maine,01/09/2010,"3,420"
Maine,01/16/2010,"3,516"
Maine,01/23/2010,"2,384"
Maine,01/30/2010,"2,572"
Maine,02/06/2010,"2,423"
Maine,02/13/2010,"2,206"
Maine,02/20/2010,"1,652"
Maine,02/27/2010,"2,082"
Maine,03/06/2010,"2,199"
Maine,03/13/2010,"1,811"
Maine,03/20/2010,"1,782"
Maine,03/27/2010,"1,979"
Maine,04/03/2010,"2,164"
Maine,04/10/2010,"1,818"
Maine,04/17/2010,"1,819"
Maine,04/24/2010,"1,523"
Maine,05/01/2010,"1,845"
Maine,05/08/2010,"1,603"
Maine,05/15/2010,"1,532"
Maine,05/22/2010,"1,495"
Maine,05/29/2010,"1,537"
Maine,06/05/2010,"1,377"
Maine,06/12/2010,"1,658"
Maine,06/19/2010,"1,754"
Maine,06/26/2010,"1,734"
Maine,07/03/2010,"1,704"
Maine,07/10/2010,"1,372"
Maine,07/17/2010,"1,458"
Maine,07/24/2010,"1,462"
Maine,07/31/2010,"1,373"
Maine,08/07/2010,"1,356"
Maine,08/14/2010,"1,492"
Maine,08/21/2010,"1,671"
Maine,08/28/2010,"1,473"
Maine,09/04/2010,"1,604"
Maine,09/11/2010,"1,225"
Maine,09/18/2010,"1,453"
Maine,09/25/2010,"1,299"
Maine,10/02/2010,"1,389"
Maine,10/09/2010,"1,659"
Maine,10/16/2010,"1,354"
Maine,10/23/2010,"1,908"
Maine,10/30/2010,"2,040"
Maine,11/06/2010,"2,345"
Maine,11/13/2010,"2,123"
Maine,11/20/2010,"2,485"
Maine,11/27/2010,"1,726"
Maine,12/04/2010,"2,771"
Maine,12/11/2010,"2,901"
Maine,12/18/2010,"2,633"
Maine,12/25/2010,"2,698"
Maine,01/01/2011,"2,521"
Maine,01/08/2011,"3,811"
Maine,01/15/2011,"3,239"
Maine,01/22/2011,"2,306"
Maine,01/29/2011,"2,381"
Maine,02/05/2011,"2,000"
Maine,02/12/2011,"1,878"
Maine,02/19/2011,"1,745"
Maine,02/26/2011,"1,582"
Maine,03/05/2011,"2,008"
Maine,03/12/2011,"1,887"
Maine,03/19/2011,"1,676"
Maine,03/26/2011,"1,707"
Maine,04/02/2011,"1,898"
Maine,04/09/2011,"1,843"
Maine,04/16/2011,"1,892"
Maine,04/23/2011,"1,573"
Maine,04/30/2011,"2,089"
Maine,05/07/2011,"1,712"
Maine,05/14/2011,"1,515"
Maine,05/21/2011,"1,482"
Maine,05/28/2011,"1,246"
Maine,06/04/2011,"1,195"
Maine,06/11/2011,"1,349"
Maine,06/18/2011,"1,430"
Maine,06/25/2011,"1,524"
Maine,07/02/2011,"1,676"
Maine,07/09/2011,"1,370"
Maine,07/16/2011,"1,415"
Maine,07/23/2011,"1,492"
Maine,07/30/2011,"1,156"
Maine,08/06/2011,"1,112"
Maine,08/13/2011,"1,155"
Maine,08/20/2011,"1,193"
Maine,08/27/2011,"1,234"
Maine,09/03/2011,"1,283"
Maine,09/10/2011,"1,192"
Maine,09/17/2011,"1,467"
Maine,09/24/2011,"1,315"
Maine,10/01/2011,"1,324"
Maine,10/08/2011,"1,491"
Maine,10/15/2011,"1,298"
Maine,10/22/2011,"1,783"
Maine,10/29/2011,"1,964"
Maine,11/05/2011,"2,350"
Maine,11/12/2011,"2,081"
Maine,11/19/2011,"1,884"
Maine,11/26/2011,"1,910"
Maine,12/03/2011,"2,359"
Maine,12/10/2011,"2,696"
Maine,12/17/2011,"2,390"
Maine,12/24/2011,"2,484"
Maine,12/31/2011,"2,356"
Maine,01/07/2012,"3,529"
Maine,01/14/2012,"3,085"
Maine,01/21/2012,"2,032"
Maine,01/28/2012,"2,002"
Maine,02/04/2012,"1,785"
Maine,02/11/2012,"1,701"
Maine,02/18/2012,"1,440"
Maine,02/25/2012,"1,503"
Maine,03/03/2012,"1,835"
Maine,03/10/2012,"1,570"
Maine,03/17/2012,"1,626"
Maine,03/24/2012,"1,822"
Maine,03/31/2012,"1,762"
Maine,04/07/2012,"1,768"
Maine,04/14/2012,"1,528"
Maine,04/21/2012,"1,537"
Maine,04/28/2012,"1,531"
Maine,05/05/2012,"1,288"
Maine,05/12/2012,"1,248"
Maine,05/19/2012,"1,295"
Maine,05/26/2012,"1,287"
Maine,06/02/2012,"1,197"
Maine,06/09/2012,"1,499"
Maine,06/16/2012,"1,266"
Maine,06/23/2012,"1,414"
Maine,06/30/2012,"1,369"
Maine,07/07/2012,"1,428"
Maine,07/14/2012,"1,780"
Maine,07/21/2012,"1,719"
Maine,07/28/2012,"1,241"
Maine,08/04/2012,"1,200"
Maine,08/11/2012,"1,141"
Maine,08/18/2012,"1,099"
Maine,08/25/2012,"1,139"
Maine,09/01/2012,"1,143"
Maine,09/08/2012,"1,119"
Maine,09/15/2012,"1,244"
Maine,09/22/2012,"1,195"
Maine,09/29/2012,"1,108"
Maine,10/06/2012,"1,432"
Maine,10/13/2012,"1,242"
Maine,10/20/2012,"1,571"
Maine,10/27/2012,"1,709"
Maine,11/03/2012,"2,066"
Maine,11/10/2012,"2,542"
Maine,11/17/2012,"1,957"
Maine,11/24/2012,"1,904"
Maine,12/01/2012,"2,561"
Maine,12/08/2012,"2,548"
Maine,12/15/2012,"2,319"
Maine,12/22/2012,"2,292"
Maine,12/29/2012,"1,658"
Maine,01/05/2013,"3,252"
Maine,01/12/2013,"3,299"
Maine,01/19/2013,"2,540"
Maine,01/26/2013,"1,815"
Maine,02/02/2013,"1,920"
Maine,02/09/2013,"1,646"
Maine,02/16/2013,"1,269"
Maine,02/23/2013,"1,354"
Maine,03/02/2013,"1,601"
Maine,03/09/2013,"1,689"
Maine,03/16/2013,"1,441"
Maine,03/23/2013,"1,315"
Maine,03/30/2013,"1,433"
Maine,04/06/2013,"1,734"
Maine,04/13/2013,"1,718"
Maine,04/20/2013,"1,290"
Maine,04/27/2013,"1,669"
Maine,05/04/2013,"1,169"
Maine,05/11/2013,"1,126"
Maine,05/18/2013,"1,056"
Maine,05/25/2013,"1,052"
Maine,06/01/2013,"1,071"
Maine,06/08/2013,"1,120"
Maine,06/15/2013,"1,104"
